frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1855	9.295249	5	393.636	1147.230	1496.621	597.267	3071.418	817.525	3636.153	1886.808	4599.806	398.476
1856	9.300249	5	406.742	1141.342	1612.566	589.034	3101.437	580.150	4064.321	2591.213	4488.855	604.006
1857	9.305249	4	1555.308	847.480	1780.381	3705.317	3055.153	537.637	4375.005	595.455	--undefined--	--undefined--
1858	9.310249	4	1374.421	776.833	2793.373	1505.308	3128.238	1414.658	4522.798	794.733	--undefined--	--undefined--
1859	9.315249	5	441.256	1614.969	1490.031	735.800	2626.739	970.235	3721.443	791.373	4658.511	821.341
1860	9.320249	5	223.518	1357.255	1550.325	303.878	2759.446	702.468	3760.626	780.061	4606.898	511.631
1861	9.325249	5	275.357	1236.301	1600.461	275.064	2845.590	635.298	4043.709	1176.319	4565.199	692.651
1862	9.330249	5	428.159	832.823	1637.122	245.181	2940.082	390.483	4040.273	1107.529	4588.098	647.335
1863	9.335249	4	1591.925	315.909	2964.908	244.501	4352.321	641.109	4690.974	2308.398	--undefined--	--undefined--
1864	9.340249	4	874.687	3699.985	1661.166	583.863	3005.244	306.460	4340.973	538.971	--undefined--	--undefined--
1865	9.345249	4	1614.696	454.953	3076.220	520.418	4465.681	578.937	5065.811	4833.087	--undefined--	--undefined--
1866	9.350249	5	216.302	1088.540	1522.816	511.458	3015.080	736.596	3848.625	2413.415	4524.554	626.035
1867	9.355249	4	375.540	1204.522	1494.989	780.467	2892.758	608.332	4405.426	540.232	--undefined--	--undefined--
1868	9.360249	4	694.617	1275.402	1727.794	591.478	3023.390	554.873	4393.200	360.472	--undefined--	--undefined--
1869	9.365249	4	711.876	642.696	1767.544	410.555	3108.200	500.604	4369.242	435.343	--undefined--	--undefined--
1870	9.370249	5	636.120	718.837	1612.903	386.357	2993.119	623.308	4052.888	1354.164	4598.258	835.514
1871	9.375249	5	580.821	678.228	1576.526	266.834	2906.261	418.508	3745.399	834.011	4771.344	470.598
1872	9.380249	5	742.102	573.940	1669.054	462.343	2900.190	394.606	3876.635	1176.531	4767.084	646.154
1873	9.385249	5	890.299	392.340	1659.097	590.421	2834.953	452.416	3941.064	648.606	4910.691	1148.963
1874	9.390249	5	915.547	533.668	1518.825	676.946	2898.146	705.929	3973.571	670.850	4793.226	1291.686
1875	9.395249	5	868.570	650.546	1571.361	639.240	2941.348	828.798	4099.771	1583.534	4425.344	631.422
1876	9.400249	5	669.427	1309.115	1586.272	550.527	2977.674	776.657	3991.877	1505.308	4528.734	661.745
1877	9.405249	4	1484.052	603.205	2245.645	2368.692	3268.928	632.665	4336.700	637.032	--undefined--	--undefined--
1878	9.410249	4	1545.300	890.103	1708.037	2025.367	3218.780	518.937	4284.822	583.571	--undefined--	--undefined--
1879	9.415249	4	781.090	1165.972	1646.029	1042.229	3093.209	812.733	4403.147	713.888	--undefined--	--undefined--
1880	9.420249	4	600.648	1874.872	1498.297	940.781	2881.144	880.036	4311.776	748.802	--undefined--	--undefined--
1881	9.425249	4	1450.642	1461.376	1919.325	1118.187	3178.088	1213.507	4270.370	997.692	--undefined--	--undefined--
1882	9.430249	4	1065.618	1196.355	1961.617	670.775	3228.833	784.088	4342.551	660.153	--undefined--	--undefined--
1883	9.435249	4	1111.711	884.840	1997.492	876.344	3240.348	628.446	4354.931	583.877	--undefined--	--undefined--
1884	9.440249	5	460.269	1754.951	1567.146	725.197	2944.604	873.087	3969.853	1959.305	4457.115	939.866
1885	9.445249	4	1589.888	509.091	2814.558	457.668	3940.887	1215.036	4692.151	738.935	--undefined--	--undefined--
1886	9.450249	4	1625.218	464.103	2874.394	601.334	3664.576	1887.098	4632.231	599.300	--undefined--	--undefined--
1887	9.455249	4	1642.712	488.047	2794.580	1675.967	3224.818	965.396	4560.933	541.608	--undefined--	--undefined--
1888	9.460249	4	1546.761	622.062	2289.107	1140.177	3505.783	808.779	4544.621	767.492	--undefined--	--undefined--
1889	9.465249	5	63.823	1743.690	1569.008	757.452	2538.969	937.669	3881.737	547.367	4894.945	933.123
1890	9.470249	5	541.378	951.910	1616.791	746.260	2717.200	808.059	3987.017	483.711	5087.673	1428.788
1891	9.475249	4	765.497	1081.622	1625.433	716.436	3024.956	647.838	4151.971	598.852	--undefined--	--undefined--
1892	9.480249	5	927.400	670.245	1460.311	599.404	2902.597	654.173	3694.232	712.577	4824.581	933.721
1893	9.485249	5	1153.982	418.573	1197.507	1553.635	2814.915	569.163	3826.406	563.580	4800.062	1218.983
1894	9.490249	4	1185.315	152.386	2628.758	367.439	3748.543	582.173	4366.902	1010.862	--undefined--	--undefined--
1895	9.495249	4	1201.229	119.433	2639.902	242.030	3656.031	510.916	4259.843	572.310	--undefined--	--undefined--
1896	9.500249	4	1132.685	178.148	2645.052	427.876	3561.240	491.269	4144.031	329.357	--undefined--	--undefined--
1897	9.505249	4	1073.802	178.954	2626.929	393.733	3532.632	301.393	4141.978	329.693	--undefined--	--undefined--
1898	9.510249	4	1043.049	153.193	2630.491	375.689	3543.759	240.917	4233.944	567.466	--undefined--	--undefined--
1899	9.515249	4	1026.859	117.037	2667.699	355.988	3553.396	217.551	4382.564	468.338	--undefined--	--undefined--
1900	9.520249	4	1042.117	109.225	2647.380	219.643	3561.262	200.698	4316.854	379.995	--undefined--	--undefined--
1901	9.525249	4	1042.053	93.216	2651.189	188.308	3627.962	268.218	4309.185	613.858	--undefined--	--undefined--
1902	9.530249	4	1038.503	98.934	2685.254	173.524	3788.483	419.911	4228.940	1043.281	--undefined--	--undefined--
1903	9.535249	4	1069.407	113.585	2661.572	119.586	3589.627	522.125	4094.519	224.260	--undefined--	--undefined--
1904	9.540249	4	1108.178	78.550	2637.049	140.264	3550.419	339.227	4108.814	152.157	--undefined--	--undefined--
1905	9.545249	4	1060.620	101.404	2641.456	265.735	3540.482	367.136	4085.327	180.188	--undefined--	--undefined--
1906	9.550249	4	1010.492	147.805	2670.963	287.898	3508.744	353.355	4041.146	218.594	--undefined--	--undefined--
1907	9.555249	4	1047.902	140.494	2623.468	242.281	3497.692	282.895	4001.190	187.134	--undefined--	--undefined--
1908	9.560249	4	913.088	164.066	2632.815	240.950	3569.505	462.490	4078.465	526.807	--undefined--	--undefined--
1909	9.565249	5	572.967	945.227	945.241	332.284	2721.681	185.569	3622.640	326.285	4199.751	201.007
1910	9.570249	5	637.049	659.758	1005.412	379.432	2703.341	180.371	3518.337	257.823	4154.608	112.731
1911	9.575249	5	668.089	625.510	1021.551	385.602	2687.761	161.139	3465.552	203.112	4141.422	124.339
1912	9.580249	5	649.405	572.151	1072.733	299.779	2689.636	134.554	3464.634	191.109	4120.100	120.912
1913	9.585249	5	655.283	495.136	1103.007	276.946	2693.085	126.335	3454.658	173.953	4106.205	109.938
1914	9.590249	5	659.799	452.893	1108.573	264.452	2677.139	97.080	3435.730	161.100	4113.077	113.771
1915	9.595249	5	682.725	467.930	1105.707	340.972	2664.407	82.438	3407.090	160.898	4120.423	133.810
1916	9.600249	5	686.708	436.908	1112.839	408.430	2666.329	86.021	3405.754	174.761	4126.115	162.253
1917	9.605249	5	689.606	406.435	1124.895	452.890	2663.345	83.769	3403.672	175.054	4120.701	170.676
1918	9.610249	5	688.847	400.640	1136.469	433.989	2666.474	100.289	3402.343	165.285	4084.462	190.964
1919	9.615249	5	684.499	384.214	1149.446	419.269	2660.277	96.100	3402.952	161.173	4071.956	204.412
1920	9.620249	5	717.812	369.576	1156.539	824.312	2638.797	101.420	3332.378	240.569	4083.333	247.631
1921	9.625249	5	691.382	287.137	1233.186	930.907	2627.607	100.234	3309.606	241.745	4078.660	261.065
1922	9.630249	5	675.070	265.868	1298.756	951.955	2622.573	122.688	3290.570	231.319	4054.232	305.707
1923	9.635249	5	662.776	264.290	1303.150	752.538	2619.756	122.192	3297.255	195.104	4071.546	268.469
1924	9.640249	5	660.951	283.511	1311.214	667.021	2622.760	141.506	3298.704	185.489	4053.546	290.919
1925	9.645249	5	652.302	282.566	1321.110	556.293	2618.614	149.813	3305.204	179.851	4079.144	254.878
1926	9.650249	5	646.328	286.193	1344.514	497.693	2615.464	157.952	3289.109	174.994	4092.964	213.040
1927	9.655249	5	637.424	257.033	1413.420	563.596	2608.167	187.730	3274.090	193.357	4103.443	240.468
1928	9.660249	5	629.322	217.978	1499.051	651.471	2596.494	208.343	3258.965	191.183	4105.573	243.746
1929	9.665249	5	623.465	252.739	1511.554	598.483	2569.616	220.290	3251.319	178.246	4104.386	252.332
1930	9.670249	5	617.591	242.938	1527.019	546.040	2562.739	220.000	3266.600	165.889	4112.323	253.185
1931	9.675249	5	602.640	217.007	1590.470	539.250	2550.662	240.171	3299.358	155.915	4110.582	240.221
1932	9.680249	5	591.735	194.910	1602.278	477.043	2545.776	234.294	3309.156	148.597	4127.996	239.662
1933	9.685249	5	578.346	203.139	1620.387	451.842	2539.001	244.807	3273.264	164.766	4129.589	254.367
1934	9.690249	5	570.121	170.201	1661.298	461.874	2521.221	253.300	3264.733	159.968	4108.632	246.502
1935	9.695249	5	557.731	144.430	1768.269	520.465	2509.187	293.768	3255.646	172.187	4054.983	299.611
1936	9.700249	5	548.429	122.983	1771.390	450.278	2507.271	291.890	3255.629	159.824	4056.513	282.244
1937	9.705249	5	540.717	124.027	1765.758	374.882	2517.418	292.835	3253.619	150.603	4076.280	254.999
1938	9.710249	5	534.830	110.011	1806.282	362.354	2516.305	310.932	3250.197	155.740	4094.750	221.992
1939	9.715249	5	528.243	108.328	1837.413	341.740	2510.267	312.135	3248.227	147.442	4104.570	204.613
1940	9.720249	5	524.141	127.075	1831.229	290.703	2504.939	310.990	3249.450	144.121	4107.551	231.234
1941	9.725249	5	518.462	149.481	1828.781	279.884	2492.801	312.999	3247.311	138.508	4105.037	235.686
1942	9.730249	5	510.196	174.743	1853.886	305.413	2475.199	328.973	3243.058	143.400	4083.031	271.530
1943	9.735249	5	502.701	178.963	1875.200	291.002	2469.109	316.424	3242.781	134.249	4085.398	257.082
1944	9.740249	5	492.873	205.074	1904.556	269.584	2474.018	315.307	3236.949	134.343	4092.928	264.920
1945	9.745249	5	486.828	205.072	1906.994	256.156	2479.556	314.703	3250.469	129.761	4096.557	263.454
1946	9.750249	5	476.749	233.151	1912.670	240.884	2507.118	343.719	3264.502	143.292	4060.283	342.020
1947	9.755249	5	467.241	221.957	1914.823	234.285	2516.767	335.646	3264.539	144.681	4069.461	318.654
1948	9.760249	5	460.306	226.399	1927.665	229.284	2529.477	329.116	3262.037	143.723	4085.447	282.343
1949	9.765249	5	452.048	195.175	1941.198	233.592	2529.203	312.452	3269.868	139.376	4083.509	265.663
1950	9.770249	5	448.548	180.567	1965.692	243.553	2531.575	313.586	3274.564	140.545	4073.128	277.254
1951	9.775249	5	439.579	163.366	1971.088	235.383	2540.144	291.886	3288.711	142.493	4095.809	248.130
1952	9.780249	5	438.296	154.672	1973.900	235.694	2539.601	276.420	3297.595	137.729	4105.481	237.042
1953	9.785249	5	430.366	142.254	1986.695	258.917	2547.239	271.254	3312.269	146.203	4040.171	278.417
1954	9.790249	5	429.347	126.342	1980.939	271.916	2531.519	254.032	3311.971	153.354	3971.750	297.824
1955	9.795249	5	420.222	112.711	1963.780	292.272	2515.324	223.461	3300.254	168.581	3877.333	270.249
1956	9.800249	5	415.405	99.381	1928.340	292.187	2497.575	189.828	3286.649	154.808	3833.483	223.479
1957	9.805249	5	399.816	106.362	1895.828	340.594	2489.724	193.522	3252.840	137.287	3760.418	134.369
1958	9.810249	5	388.046	117.238	1857.963	343.254	2471.838	159.299	3243.210	115.150	3751.779	105.174
1959	9.815249	5	317.753	178.693	1892.471	609.677	2460.237	262.674	3306.940	235.987	3837.716	364.064
1960	9.820249	5	232.540	63.801	1960.050	449.357	2601.984	527.525	3476.096	316.484	4652.246	1150.831
1961	9.825249	5	217.662	52.550	1967.804	342.238	2895.966	790.065	3538.423	437.660	4585.908	946.277
1962	9.830249	5	224.608	60.606	1983.118	532.684	2825.090	842.513	3512.076	409.696	4555.429	853.214
1963	9.835249	5	215.913	72.776	1933.203	594.944	2642.462	686.888	3494.452	375.226	4599.089	767.840
1964	9.840249	5	224.299	90.178	1992.308	800.807	2513.006	626.086	3508.842	324.332	4679.244	682.341
1965	9.845249	5	230.569	155.468	1905.458	1508.539	2405.637	342.950	3515.678	363.842	4690.998	510.012
1966	9.850249	5	257.770	223.493	2251.780	684.872	2913.546	1047.964	3692.191	488.719	4455.628	722.916
1967	9.855249	5	190.449	1510.442	2064.708	880.950	3069.266	641.899	3848.920	467.310	4390.729	927.608
1968	9.860249	5	960.444	730.415	2149.881	640.853	3160.417	474.857	4026.509	152.134	4566.973	1103.021
1969	9.865249	5	983.433	878.028	2111.370	753.943	3168.686	713.956	4069.099	45.246	4640.788	638.757
1970	9.870249	4	1692.063	944.613	2803.038	1253.276	4078.245	48.077	4439.583	629.255	--undefined--	--undefined--
1971	9.875249	4	1877.510	805.643	3013.677	1297.826	4085.992	81.597	4424.074	602.549	--undefined--	--undefined--
1972	9.880249	4	960.870	2174.871	2410.437	639.350	3765.745	326.172	4402.975	208.389	--undefined--	--undefined--
1973	9.885249	4	1769.102	707.302	2674.770	668.657	3701.633	266.673	4446.883	72.392	--undefined--	--undefined--
1974	9.890249	4	1715.835	414.202	2746.024	565.589	3791.255	394.304	4489.202	177.683	--undefined--	--undefined--
1975	9.895249	4	1711.280	294.486	2877.819	602.331	3862.489	323.286	4594.573	325.643	--undefined--	--undefined--
1976	9.900249	4	1679.517	370.234	2932.184	708.525	3776.620	282.229	4547.865	274.076	--undefined--	--undefined--
1977	9.905249	4	1650.384	643.642	2826.841	429.174	3810.635	317.807	4494.972	295.003	--undefined--	--undefined--
1978	9.910249	4	1658.363	357.656	2751.041	342.551	3699.755	260.307	4368.574	226.528	--undefined--	--undefined--
1979	9.915249	4	1639.686	285.210	2699.470	278.200	3701.049	209.050	4377.402	209.096	--undefined--	--undefined--
1980	9.920249	4	1621.286	250.295	2708.374	398.620	3768.119	229.087	4372.692	279.439	--undefined--	--undefined--
1981	9.925249	4	1634.657	269.623	2737.435	675.546	3802.615	221.064	4363.479	362.243	--undefined--	--undefined--
1982	9.930249	4	1639.507	518.984	2757.392	809.792	3830.386	435.149	4268.774	430.463	--undefined--	--undefined--
1983	9.935249	4	1471.660	495.531	2661.516	578.989	3643.375	568.785	4165.891	242.356	--undefined--	--undefined--
1984	9.940249	4	1519.118	397.572	2724.009	468.855	3809.919	489.250	4347.192	519.193	--undefined--	--undefined--
1985	9.945249	4	1554.441	635.470	2705.549	638.819	3689.775	213.643	4565.953	260.149	--undefined--	--undefined--
1986	9.950249	4	1729.926	452.403	2624.950	1369.840	3661.619	136.123	4601.683	324.608	--undefined--	--undefined--
1987	9.955249	4	1704.693	209.022	2754.443	1151.653	3714.196	208.868	4621.054	437.966	--undefined--	--undefined--
1988	9.960249	4	1702.757	269.005	2710.719	870.966	3839.800	515.010	4600.192	573.174	--undefined--	--undefined--
1989	9.965249	4	1872.701	345.983	2727.588	1399.442	3818.174	661.164	4634.761	702.226	--undefined--	--undefined--
1990	9.970249	4	1929.245	371.272	3473.196	3089.250	3639.972	1156.363	4447.875	1061.503	--undefined--	--undefined--
1991	9.975249	4	1346.872	648.773	2350.346	823.867	3500.813	1341.474	4191.917	544.731	--undefined--	--undefined--
1992	9.980249	4	1293.739	373.305	2505.038	709.394	3636.508	1480.088	4226.625	619.654	--undefined--	--undefined--
1993	9.985249	4	1293.787	485.303	2359.488	856.517	3581.580	959.228	4454.367	736.385	--undefined--	--undefined--
1994	9.990249	4	1399.637	1170.343	2349.817	1305.821	3692.543	930.030	4694.518	836.213	--undefined--	--undefined--
1995	9.995249	5	512.919	1191.628	1517.394	1043.121	2578.392	980.330	3998.496	609.632	4627.176	1247.062
1996	10.000249	5	538.432	1107.592	1459.084	949.717	2558.779	474.292	4033.876	417.478	4656.168	1019.850
1997	10.005249	5	531.135	700.372	1645.528	687.153	2563.832	444.473	3941.852	454.092	4705.555	506.630
1998	10.010249	5	491.396	600.915	1843.434	558.808	2680.986	783.471	3800.865	722.528	4717.694	377.250
1999	10.015249	5	519.905	552.476	1970.560	519.472	2814.773	886.568	3829.720	1201.722	4630.518	366.614
2000	10.020249	5	430.067	1459.621	2020.857	1130.383	2777.767	1765.811	3755.709	1906.921	4451.193	663.891
2001	10.025249	4	1461.719	1111.123	2103.378	1347.212	3147.097	953.792	4252.395	608.418	--undefined--	--undefined--
2002	10.030249	5	746.229	825.222	1837.858	780.173	3031.613	947.287	4270.862	2861.411	4449.948	975.870
2003	10.035249	5	681.934	740.009	1735.837	601.076	3040.511	816.252	4141.992	1051.228	4733.690	1914.027
2004	10.040249	4	477.641	1604.308	1606.329	606.565	3122.038	801.345	4106.951	930.134	--undefined--	--undefined--
2005	10.045249	4	444.170	1078.727	1683.465	444.551	3142.449	529.446	4208.247	807.580	--undefined--	--undefined--
2006	10.050249	5	504.235	693.710	1739.960	419.264	3116.843	609.164	4281.081	3164.832	4308.403	684.158
2007	10.055249	5	410.545	1395.760	1672.313	735.096	3175.232	627.867	3379.896	3121.377	4489.090	622.731
2008	10.060249	5	397.498	1283.332	1592.502	423.468	2967.029	617.184	3581.214	1007.140	4668.268	551.762
2009	10.065249	5	412.963	1147.946	1592.419	339.743	2856.469	594.833	3720.925	677.924	4669.344	498.754
2010	10.070249	4	1526.630	408.664	2752.526	774.378	3680.319	672.975	4684.416	498.307	--undefined--	--undefined--
2011	10.075249	4	1410.311	675.050	2756.732	1036.453	3496.554	670.848	4692.462	497.735	--undefined--	--undefined--
2012	10.080249	5	1168.433	867.558	1569.082	3409.399	1951.672	1788.641	3323.206	567.292	4655.348	517.424
2013	10.085249	5	664.960	1359.427	1492.923	529.539	2994.549	865.722	3447.469	1585.338	4607.643	523.204
2014	10.090249	5	427.415	1075.558	1574.756	239.237	2846.827	576.115	3658.543	801.444	4611.301	462.911
2015	10.095249	5	657.092	750.635	1598.823	249.534	2917.691	655.372	3638.530	926.079	4629.786	395.718
2016	10.100249	5	784.923	917.556	1551.581	238.314	3098.900	583.061	3587.422	1724.455	4651.752	531.821
2017	10.105249	5	670.772	710.422	1538.440	216.531	2993.192	365.669	4005.198	1334.714	4584.666	918.298
2018	10.110249	5	679.180	690.916	1575.952	257.234	2945.462	269.160	4331.066	1837.315	4375.391	668.669
2019	10.115249	5	734.052	1050.147	1567.553	248.235	2858.074	429.944	3776.743	1058.732	4744.627	718.809
2020	10.120249	5	729.015	690.718	1594.849	227.914	2862.946	579.502	3636.241	666.804	4835.425	596.686
2021	10.125249	5	627.428	861.145	1546.314	277.736	3073.069	683.285	3675.889	1047.895	4695.857	697.053
2022	10.130249	5	610.948	1367.344	1402.038	380.564	3148.547	715.442	3598.863	1316.837	4601.329	668.739
2023	10.135249	5	696.924	1138.203	1480.023	285.901	3279.146	679.746	3450.123	1496.608	4613.123	648.226
2024	10.140249	5	535.053	1149.944	1518.979	222.678	2981.401	549.273	3632.631	903.700	4789.052	576.714
2025	10.145249	5	393.952	1231.609	1559.194	263.070	3069.164	486.818	3468.250	1352.879	4735.048	446.853
2026	10.150249	5	458.144	2385.116	1484.934	270.925	3130.906	434.805	3178.613	3459.833	4615.636	498.092
2027	10.155249	5	667.190	1095.252	1453.099	196.035	2867.444	545.592	3641.384	919.025	4690.678	457.321
2028	10.160249	5	623.054	743.495	1522.114	227.740	2868.107	711.424	3694.039	916.502	4666.386	625.283
2029	10.165249	5	664.172	728.972	1558.148	347.676	2868.699	807.207	3896.468	1250.365	4711.215	1018.901
2030	10.170249	5	575.310	1120.354	1489.309	383.020	2874.641	617.238	3768.425	1493.958	4713.226	867.621
2031	10.175249	5	552.027	767.078	1489.267	321.162	2841.889	391.408	3781.377	1105.347	4740.502	770.301
2032	10.180249	5	628.832	564.313	1499.899	439.174	2827.237	339.919	3896.170	963.373	4728.773	797.088
2033	10.185249	5	650.926	703.775	1500.188	299.711	2886.014	346.109	4023.088	797.102	4613.177	986.846
2034	10.190249	5	649.177	1110.745	1455.047	306.994	2941.518	386.186	4226.559	590.866	4778.651	2423.470
2035	10.195249	4	739.849	1267.902	1442.125	601.927	2910.921	411.756	4207.352	634.734	--undefined--	--undefined--
2036	10.200249	4	1115.401	708.771	2271.741	1674.108	3084.716	1005.791	4237.960	781.507	--undefined--	--undefined--
2037	10.205249	5	606.735	3289.626	1135.801	996.101	2415.943	1530.851	3568.411	886.955	4455.510	854.073
2038	10.210249	4	793.312	1139.064	1939.397	868.958	3263.848	569.862	4405.168	523.756	--undefined--	--undefined--
2039	10.215249	4	676.591	875.945	1951.937	630.451	3262.013	441.071	4479.501	412.944	--undefined--	--undefined--
2040	10.220249	5	650.816	428.081	1945.885	598.637	3128.809	1622.415	3767.065	1189.092	4597.114	777.852
2041	10.225249	5	670.915	450.875	1925.251	783.883	3012.436	1516.951	3934.786	1226.201	4451.754	930.423
2042	10.230249	4	1036.668	1448.247	1898.987	1088.141	3101.389	915.943	4215.582	501.196	--undefined--	--undefined--
2043	10.235249	4	1330.334	708.101	2032.087	680.877	3275.499	826.649	4361.070	453.408	--undefined--	--undefined--
2044	10.240249	5	1054.630	693.562	2060.865	891.142	2144.347	3010.834	3649.508	1165.631	4561.697	456.059
2045	10.245249	4	1198.175	553.125	2318.735	649.984	3717.700	839.583	4603.770	466.031	--undefined--	--undefined--
2046	10.250249	4	1322.086	506.455	2383.587	618.292	3876.932	802.655	4567.851	730.099	--undefined--	--undefined--
2047	10.255249	5	663.999	876.826	1723.275	620.121	2783.561	896.498	4047.980	798.393	4681.811	855.198
2048	10.260249	5	679.025	593.946	1803.415	393.828	3092.309	809.515	3891.064	1684.354	4646.026	469.481
2049	10.265249	5	709.914	968.970	1820.207	554.324	3342.702	842.310	3782.460	3243.789	4627.500	574.823
2050	10.270249	4	856.430	527.181	2022.712	839.546	3207.819	902.954	4286.765	587.628	--undefined--	--undefined--
2051	10.275249	4	924.466	263.413	2446.296	813.385	3301.726	1217.054	4190.673	478.518	--undefined--	--undefined--
2052	10.280249	4	895.389	306.773	2301.374	959.160	3453.044	1165.063	4088.341	458.622	--undefined--	--undefined--
2053	10.285249	4	913.840	231.716	1989.293	1292.625	3340.619	530.856	4112.885	352.012	--undefined--	--undefined--
2054	10.290249	4	968.638	170.104	1994.248	2087.742	3244.195	372.194	4097.385	354.399	--undefined--	--undefined--
2055	10.295249	4	908.677	154.374	1976.500	1866.934	3203.339	348.626	4066.423	271.052	--undefined--	--undefined--
2056	10.300249	4	915.878	116.348	2353.289	1060.726	3283.688	319.721	4102.080	272.441	--undefined--	--undefined--
2057	10.305249	4	970.959	90.646	2484.676	701.290	3282.309	401.063	4158.310	262.320	--undefined--	--undefined--
2058	10.310249	4	1003.689	77.823	2810.052	1384.424	3012.741	852.661	4130.654	175.814	--undefined--	--undefined--
2059	10.315249	4	1002.999	66.797	2584.495	1384.411	3202.895	888.711	4112.625	87.694	--undefined--	--undefined--
2060	10.320249	4	1009.885	92.110	2478.417	982.956	3364.198	433.589	4142.186	124.944	--undefined--	--undefined--
2061	10.325249	4	1022.177	118.301	2519.553	649.292	3361.230	222.426	4150.061	162.609	--undefined--	--undefined--
2062	10.330249	4	1001.333	118.189	2614.876	698.455	3339.719	286.731	4118.948	175.554	--undefined--	--undefined--
2063	10.335249	4	929.322	192.368	2733.906	1188.201	3249.887	529.368	4112.184	248.880	--undefined--	--undefined--
2064	10.340249	4	849.058	172.654	2544.595	698.074	3349.187	402.096	4136.431	300.230	--undefined--	--undefined--
2065	10.345249	4	824.588	164.581	2505.153	345.946	3353.888	195.315	4168.138	233.344	--undefined--	--undefined--
2066	10.350249	4	771.307	246.298	2527.898	411.901	3323.748	307.545	4143.148	145.841	--undefined--	--undefined--
2067	10.355249	4	671.884	233.888	2659.494	1003.817	3119.948	802.368	4083.038	90.993	--undefined--	--undefined--
2068	10.360249	4	754.758	163.663	2595.472	520.642	3222.558	665.946	4100.551	229.394	--undefined--	--undefined--
2069	10.365249	5	482.782	993.111	803.404	238.784	2579.760	194.243	3290.427	199.185	4114.763	118.525
2070	10.370249	5	541.424	582.593	863.060	261.987	2582.044	136.497	3286.469	137.026	4092.295	81.833
2071	10.375249	5	559.020	521.393	873.250	284.647	2592.671	124.292	3289.536	113.876	4079.820	89.947
2072	10.380249	5	597.619	611.026	822.478	341.752	2581.612	125.516	3286.073	110.653	4078.558	115.449
2073	10.385249	5	665.452	1077.833	710.530	284.660	2564.341	118.162	3283.476	106.816	4056.704	167.615
2074	10.390249	5	674.387	276.978	723.590	1194.085	2556.261	109.402	3276.327	115.173	4041.138	190.516
2075	10.395249	5	663.093	275.030	774.440	1162.924	2551.238	100.479	3286.400	110.437	4052.153	197.540
2076	10.400249	5	642.707	275.552	854.818	1056.441	2558.571	112.916	3280.766	109.003	4061.464	198.139
2077	10.405249	5	616.976	274.770	905.603	872.897	2558.966	101.691	3284.310	100.675	4051.620	186.980
2078	10.410249	5	588.897	216.646	958.201	1060.640	2551.352	104.550	3244.657	132.668	4010.963	254.198
2079	10.415249	5	578.748	204.921	979.496	1021.933	2529.351	93.897	3235.245	125.855	4027.066	207.520
2080	10.420249	5	589.628	236.855	962.959	984.360	2510.689	90.991	3220.967	121.303	4052.471	152.907
2081	10.425249	5	593.329	291.096	954.439	804.063	2514.879	96.471	3228.271	127.613	4036.221	192.302
2082	10.430249	5	605.718	356.980	938.065	731.565	2526.775	118.527	3222.642	142.318	3990.190	290.723
2083	10.435249	5	579.933	357.031	973.010	566.209	2504.952	107.664	3210.227	125.590	4049.353	161.673
2084	10.440249	5	569.539	318.607	1004.708	530.009	2494.124	105.250	3202.337	117.340	4055.489	111.457
2085	10.445249	5	575.894	322.878	1016.333	650.795	2491.353	133.440	3179.457	128.140	4031.666	142.319
2086	10.450249	5	563.471	285.486	1071.702	658.541	2486.199	144.795	3171.324	135.964	4046.783	180.247
2087	10.455249	5	545.361	256.170	1129.864	607.073	2483.115	165.485	3138.212	149.707	4105.727	140.093
2088	10.460249	5	543.803	270.189	1146.948	544.827	2482.953	198.343	3139.512	160.260	4109.786	115.082
2089	10.465249	5	536.655	280.759	1168.225	430.817	2487.454	221.181	3130.324	142.571	4077.210	129.130
2090	10.470249	5	539.033	257.767	1205.818	508.587	2464.203	227.133	3134.734	135.669	4042.900	174.846
2091	10.475249	5	541.701	211.235	1340.757	892.282	2433.170	266.124	3139.020	141.796	4043.121	234.651
2092	10.480249	5	533.821	212.642	1381.960	782.462	2413.487	266.204	3166.375	132.846	4088.687	258.786
2093	10.485249	5	529.303	244.376	1386.601	676.585	2397.801	274.164	3177.481	133.250	4027.662	366.592
2094	10.490249	5	518.987	228.134	1474.443	750.715	2394.329	334.850	3192.049	146.066	3978.627	465.051
2095	10.495249	5	509.391	191.712	1622.799	842.152	2377.359	408.321	3190.158	151.717	3960.236	455.138
2096	10.500249	5	498.813	222.454	1641.378	700.555	2366.125	421.950	3181.763	150.705	3956.145	414.558
2097	10.505249	5	491.710	225.285	1645.012	614.438	2352.415	407.018	3180.516	135.994	3983.242	370.102
2098	10.510249	5	471.827	203.229	1649.054	495.941	2345.819	411.704	3184.538	138.196	3970.616	409.322
2099	10.515249	5	464.930	167.613	1683.455	467.447	2347.369	411.017	3182.909	136.686	3924.769	364.763
2100	10.520249	5	454.919	151.065	1778.633	452.213	2381.857	496.275	3183.616	145.757	3933.584	348.196
2101	10.525249	5	451.753	141.696	1854.267	446.825	2379.038	588.024	3191.254	168.980	3884.978	442.265
2102	10.530249	5	447.527	151.778	1929.207	415.973	2370.171	774.842	3188.814	232.695	3707.096	551.077
