frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
247	1.255249	4	1904.595	188.256	2789.101	276.442	3815.506	210.147	4564.403	91.002	--undefined--	--undefined--
248	1.260249	4	1880.164	270.997	2755.157	153.062	3829.247	372.365	4546.564	57.436	--undefined--	--undefined--
249	1.265249	4	1819.187	546.655	2743.483	151.470	3888.166	575.455	4540.506	79.067	--undefined--	--undefined--
250	1.270249	4	1842.729	601.079	2733.164	194.218	3808.461	271.503	4543.247	124.103	--undefined--	--undefined--
251	1.275249	4	1935.467	519.374	2701.297	143.457	3782.883	138.503	4581.009	194.851	--undefined--	--undefined--
252	1.280249	4	2003.010	327.359	2701.745	171.838	3794.317	184.736	4579.375	184.986	--undefined--	--undefined--
253	1.285249	4	1986.221	245.065	2709.534	129.739	3965.081	451.735	4533.664	168.315	--undefined--	--undefined--
254	1.290249	4	1967.912	279.472	2703.360	146.827	4087.833	469.877	4565.059	221.186	--undefined--	--undefined--
255	1.295249	4	2010.630	424.582	2703.948	220.734	3998.719	436.619	4578.197	151.069	--undefined--	--undefined--
256	1.300249	4	2046.270	339.168	2732.621	291.541	3972.943	517.524	4484.413	87.141	--undefined--	--undefined--
257	1.305249	4	2081.456	373.117	2733.333	257.188	3913.977	461.279	4467.721	70.066	--undefined--	--undefined--
258	1.310249	4	2045.062	520.010	2689.146	129.144	3871.381	361.656	4513.969	135.194	--undefined--	--undefined--
259	1.315249	5	224.753	319.909	1965.735	342.743	2662.308	88.210	3874.243	228.057	4530.948	155.957
260	1.320249	5	233.170	257.904	1963.920	327.812	2683.901	127.052	3836.327	243.110	4492.951	157.034
261	1.325249	5	304.282	145.181	1905.301	323.623	2619.165	125.657	3749.902	278.802	4449.968	231.690
262	1.330249	5	386.583	69.811	1857.501	268.613	2545.084	123.593	3712.121	154.750	4502.183	460.166
263	1.335249	5	407.548	55.208	1879.713	184.264	2606.263	166.860	3705.511	159.392	4568.269	764.510
264	1.340249	5	416.090	44.734	1895.514	140.105	2596.132	173.535	3722.681	195.166	4543.442	985.828
265	1.345249	5	424.531	52.315	1906.323	122.033	2534.789	236.792	3839.030	466.355	4569.168	1686.031
266	1.350249	5	434.141	53.158	1904.353	102.937	2598.263	174.129	3768.808	671.339	4492.187	1561.611
267	1.355249	5	439.580	65.030	1906.825	103.229	2619.297	128.257	3630.525	466.058	4417.855	1337.973
268	1.360249	5	445.328	87.419	1927.250	119.190	2628.636	124.093	3583.219	405.107	3965.692	835.692
269	1.365249	5	448.330	104.454	1933.828	115.960	2625.415	107.014	3581.279	376.162	3921.586	721.522
270	1.370249	5	453.539	160.554	1950.956	140.134	2625.182	116.667	3547.143	312.230	4063.802	806.866
271	1.375249	5	453.030	151.462	1943.830	123.264	2620.750	106.925	3536.633	318.606	4035.628	684.134
272	1.380249	5	452.639	147.516	1946.189	128.299	2615.185	105.996	3477.595	344.503	3993.542	500.633
273	1.385249	5	448.896	122.479	1946.744	122.387	2612.024	94.480	3461.844	352.263	4021.157	465.942
274	1.390249	5	445.988	115.225	1962.025	154.030	2613.463	99.392	3415.468	401.445	4014.593	501.361
275	1.395249	5	448.178	130.582	1941.275	140.229	2608.861	106.278	3479.042	419.186	3927.470	539.739
276	1.400249	5	446.426	143.732	1928.423	118.161	2600.281	104.536	3473.813	433.530	3878.613	443.996
277	1.405249	5	447.273	148.659	1931.738	127.322	2594.632	109.816	3404.963	392.011	3906.536	371.524
278	1.410249	5	447.800	148.273	1934.613	126.859	2593.048	100.222	3432.218	397.599	3923.610	414.863
279	1.415249	5	447.913	167.983	1937.418	131.511	2590.540	96.006	3428.548	402.391	3930.674	419.855
280	1.420249	5	447.555	146.910	1927.544	119.063	2586.977	91.991	3358.343	381.319	3910.301	328.963
281	1.425249	5	446.230	155.176	1928.519	123.372	2589.210	92.835	3347.143	368.148	3932.852	368.767
282	1.430249	5	447.589	181.354	1949.739	158.762	2604.295	107.497	3398.253	373.608	4042.336	626.525
283	1.435249	5	446.105	161.044	1945.716	156.838	2601.299	99.750	3393.585	358.838	4070.704	578.799
284	1.440249	5	444.552	143.437	1941.198	159.191	2601.682	107.216	3379.273	346.816	4081.293	491.458
285	1.445249	5	440.903	103.509	1921.148	135.673	2591.516	97.803	3366.539	327.105	4050.247	457.593
286	1.450249	5	436.600	75.805	1903.383	130.324	2584.152	112.897	3302.343	312.970	3944.664	389.547
287	1.455249	5	436.836	83.888	1926.186	166.766	2609.430	128.375	3337.622	298.217	3993.658	415.092
288	1.460249	5	435.228	95.084	1944.749	210.758	2614.451	128.075	3359.121	307.650	4001.758	421.365
289	1.465249	5	433.963	120.705	1941.702	221.617	2625.454	139.190	3399.484	361.985	4000.891	583.100
290	1.470249	5	429.204	121.955	1904.567	180.252	2611.782	114.335	3400.458	343.306	4012.456	504.332
291	1.475249	5	421.171	121.289	1856.624	122.458	2591.414	92.707	3375.638	301.062	4010.671	308.649
292	1.480249	5	409.650	142.100	1835.702	109.457	2589.623	84.885	3452.637	328.977	4010.309	335.539
293	1.485249	5	381.320	283.810	1816.180	152.068	2597.120	106.826	3608.717	357.667	3997.956	590.647
294	1.490249	5	358.318	353.164	1796.152	143.448	2579.195	87.305	3687.921	252.644	4074.826	760.097
295	1.495249	5	298.526	164.317	1775.314	115.342	2557.677	59.049	3754.809	149.728	4335.308	720.565
296	1.500249	5	248.968	42.973	1825.578	304.091	2582.539	130.552	3774.691	359.502	4352.659	1059.763
297	1.505249	5	232.165	39.363	1837.224	477.993	2578.555	228.665	3641.418	516.901	4818.199	1412.759
298	1.510249	5	232.281	37.464	1832.233	476.176	2621.919	315.639	3665.680	478.856	4896.813	955.076
299	1.515249	5	229.399	32.380	1835.894	315.948	2648.679	420.211	3676.443	554.902	4808.308	679.151
300	1.520249	5	227.635	31.898	1826.740	339.034	2601.188	396.204	3700.246	518.386	4688.761	624.861
301	1.525249	5	230.838	39.943	1854.832	529.713	2600.494	340.044	3752.411	772.856	4620.104	807.664
302	1.530249	5	229.757	38.042	1809.279	360.734	2633.289	251.737	3827.654	987.380	4653.706	590.187
303	1.535249	5	234.833	50.580	1734.979	444.530	2576.590	174.654	3812.927	719.540	4747.924	456.249
304	1.540249	5	230.310	50.731	1734.888	589.119	2593.810	143.879	3716.441	458.693	4777.888	493.136
305	1.545249	5	236.750	63.162	1712.327	757.947	2613.772	208.954	3740.381	508.344	4810.672	662.633
306	1.550249	5	228.601	70.930	1746.993	742.730	2652.253	390.894	3799.742	859.522	4824.893	799.815
307	1.555249	5	224.361	66.197	1774.372	548.326	2656.931	516.733	3770.711	655.636	4722.180	496.310
308	1.560249	5	218.996	110.987	1845.642	469.508	2815.892	473.746	3954.631	596.121	4633.996	512.230
309	1.565249	4	2007.000	606.804	2960.468	563.881	4018.171	660.789	4614.631	484.374	--undefined--	--undefined--
310	1.570249	5	142.070	1344.471	1967.129	541.405	2927.629	544.890	4055.859	606.902	4708.197	438.835
311	1.575249	5	449.348	1105.720	1962.811	369.334	2901.785	457.055	4236.685	334.535	4887.332	349.415
312	1.580249	4	1850.290	607.814	2680.853	881.202	4247.315	463.436	4869.940	688.561	--undefined--	--undefined--
313	1.585249	4	2017.175	807.338	2773.613	898.885	4071.362	298.855	4699.913	471.205	--undefined--	--undefined--
314	1.590249	4	2519.945	265.702	3832.623	939.253	4217.952	258.285	5118.477	394.762	--undefined--	--undefined--
315	1.595249	3	2610.382	98.280	4202.379	404.316	4703.551	1476.878	--undefined--	--undefined--	--undefined--	--undefined--
316	1.600249	4	2066.613	4523.658	2641.324	157.760	3939.893	439.439	4775.986	276.955	--undefined--	--undefined--
317	1.605249	4	2441.428	4072.851	2605.539	384.770	3807.348	303.570	4850.734	85.346	--undefined--	--undefined--
318	1.610249	4	2427.501	516.302	2743.770	2628.101	3807.786	195.115	4867.557	64.085	--undefined--	--undefined--
319	1.615249	4	2159.544	823.368	2659.939	732.494	3863.520	183.362	4850.738	65.546	--undefined--	--undefined--
320	1.620249	4	1860.934	293.898	2723.344	379.725	3920.796	196.145	4798.596	87.348	--undefined--	--undefined--
321	1.625249	4	1811.231	192.289	2768.959	426.554	3975.779	291.458	4727.410	138.232	--undefined--	--undefined--
322	1.630249	4	1787.594	293.284	2798.940	612.644	4014.078	469.520	4681.229	209.919	--undefined--	--undefined--
323	1.635249	4	1805.377	284.059	2764.432	747.609	4016.894	525.426	4675.838	201.346	--undefined--	--undefined--
324	1.640249	4	1776.994	140.729	2709.237	343.378	4011.505	373.378	4641.651	206.768	--undefined--	--undefined--
325	1.645249	4	1768.582	67.121	2697.949	280.900	3985.005	298.940	4718.123	266.910	--undefined--	--undefined--
326	1.650249	4	1750.977	67.752	2708.052	334.986	3943.235	264.354	4697.843	247.272	--undefined--	--undefined--
327	1.655249	4	1720.169	175.134	2693.485	361.529	3890.654	303.480	4660.059	277.368	--undefined--	--undefined--
328	1.660249	4	1652.929	396.068	2664.292	397.825	3816.199	294.780	4679.066	308.307	--undefined--	--undefined--
329	1.665249	4	1511.332	541.333	2662.355	362.682	3773.917	472.156	4587.185	224.036	--undefined--	--undefined--
330	1.670249	4	1437.684	711.086	2692.886	280.592	3870.720	664.665	4602.498	273.004	--undefined--	--undefined--
331	1.675249	4	1728.596	353.735	2738.513	453.586	3922.519	348.117	4705.022	240.176	--undefined--	--undefined--
332	1.680249	4	1752.380	132.282	2778.218	503.193	3903.438	226.757	4669.537	190.916	--undefined--	--undefined--
333	1.685249	4	1762.011	101.866	2848.402	695.412	4005.084	371.632	4635.148	264.445	--undefined--	--undefined--
334	1.690249	5	232.386	606.507	1759.274	142.793	2814.713	520.061	4069.183	411.200	4715.310	470.099
335	1.695249	5	216.530	442.498	1757.806	211.344	2812.282	550.444	3906.941	363.585	4786.748	429.023
336	1.700249	4	1770.890	256.630	2908.741	786.482	3883.058	556.214	4709.193	447.202	--undefined--	--undefined--
337	1.705249	4	1753.639	425.412	2817.761	938.704	3854.757	873.011	4763.715	416.404	--undefined--	--undefined--
338	1.710249	5	261.997	713.283	1785.692	526.523	2708.606	996.955	3881.643	1019.485	4806.182	415.361
339	1.715249	4	1546.500	1126.359	2150.261	1420.494	3663.741	921.770	4694.382	440.720	--undefined--	--undefined--
340	1.720249	4	1179.201	455.973	2284.547	680.751	3509.733	430.209	4627.981	375.518	--undefined--	--undefined--
341	1.725249	4	1209.727	474.867	2297.291	867.751	3386.217	528.410	4497.574	506.026	--undefined--	--undefined--
342	1.730249	4	1567.695	616.453	2870.955	937.658	3950.544	1367.489	4717.521	917.770	--undefined--	--undefined--
343	1.735249	4	1614.076	799.775	2729.027	963.038	3630.425	842.976	4718.375	568.776	--undefined--	--undefined--
344	1.740249	5	549.699	1324.520	1876.537	2016.110	2258.007	1068.242	3476.629	672.739	4704.312	481.073
345	1.745249	4	718.953	996.708	1901.737	596.814	3225.310	860.798	4624.482	732.636	--undefined--	--undefined--
346	1.750249	4	1393.912	1563.566	1763.507	750.087	3259.662	744.121	4338.142	622.595	--undefined--	--undefined--
347	1.755249	4	630.452	1330.249	1688.802	708.972	3198.444	790.083	4177.338	661.565	--undefined--	--undefined--
348	1.760249	5	738.303	1077.394	1601.908	530.488	3020.273	636.143	4109.993	658.446	4520.005	1571.799
349	1.765249	5	683.178	853.225	1670.461	553.026	2960.390	663.756	4279.245	670.406	4301.480	2007.924
350	1.770249	5	702.197	753.816	1893.668	580.441	3243.302	897.898	3486.567	3910.274	4509.746	703.856
351	1.775249	5	755.352	613.178	1938.601	632.364	3352.396	2301.285	3433.560	938.050	4660.512	814.230
352	1.780249	5	788.853	494.826	1982.660	794.734	3138.306	1673.939	3547.148	913.058	4706.435	587.940
353	1.785249	5	575.588	1400.238	1642.680	1144.940	2711.152	1235.457	3755.704	795.259	4652.995	635.546
354	1.790249	5	764.042	1022.830	1445.673	1404.155	2609.745	908.726	3898.727	664.277	4729.244	903.539
355	1.795249	5	743.725	882.172	1792.071	1350.400	2515.184	1517.300	3701.961	1011.312	4763.121	601.966
356	1.800249	4	1360.274	871.068	2261.157	871.196	3436.584	888.471	4676.938	837.341	--undefined--	--undefined--
357	1.805249	4	1373.370	798.018	2349.708	799.283	3554.853	1390.466	4240.032	1034.056	--undefined--	--undefined--
358	1.810249	4	1367.452	1256.386	2400.145	931.224	4003.508	975.118	4491.788	1307.850	--undefined--	--undefined--
359	1.815249	4	381.287	1733.982	1825.050	928.115	2856.501	1143.995	4196.860	612.764	--undefined--	--undefined--
360	1.820249	4	390.119	1330.418	1786.665	492.982	2942.215	620.611	4131.816	400.653	--undefined--	--undefined--
361	1.825249	4	1174.395	1680.768	1882.432	774.115	2994.397	965.665	4126.772	406.450	--undefined--	--undefined--
362	1.830249	4	1356.881	814.083	2586.569	876.526	3957.737	683.159	4791.882	1534.523	--undefined--	--undefined--
363	1.835249	5	716.874	1641.098	1353.308	710.466	2713.894	667.907	3747.770	613.632	4752.583	709.254
364	1.840249	4	1306.140	666.811	2571.576	858.468	3657.681	895.068	4621.572	726.563	--undefined--	--undefined--
365	1.845249	4	1420.620	979.532	2433.772	1244.942	3685.878	954.708	4612.649	711.901	--undefined--	--undefined--
366	1.850249	5	526.992	1349.528	1627.190	1031.814	2673.390	1472.805	3642.281	896.926	4704.820	676.168
367	1.855249	5	377.990	1527.580	1465.617	699.205	2732.195	930.918	3780.654	807.035	4764.221	679.678
368	1.860249	4	1517.428	776.353	2543.225	1189.862	3762.285	807.700	4655.929	547.458	--undefined--	--undefined--
369	1.865249	5	899.555	1134.222	1847.504	678.486	3337.846	1383.010	3927.919	3877.943	4395.305	693.280
370	1.870249	4	1144.527	1326.938	1777.121	624.726	3431.460	737.825	4517.038	627.858	--undefined--	--undefined--
371	1.875249	4	1531.862	714.027	2095.381	1556.986	3478.962	901.169	4587.813	536.367	--undefined--	--undefined--
372	1.880249	4	1334.192	1522.455	1887.475	1471.480	3336.614	998.732	4527.904	592.058	--undefined--	--undefined--
373	1.885249	5	540.946	1150.875	1877.627	1121.279	1945.072	2558.573	3442.733	801.836	4628.095	446.222
374	1.890249	5	614.247	739.744	1780.516	1151.100	2452.773	1177.158	3525.907	709.695	4677.194	262.800
375	1.895249	5	596.905	1403.904	1374.991	1077.845	2626.714	606.503	3674.477	789.811	4638.623	320.621
376	1.900249	4	1335.035	411.009	2651.559	395.557	3880.227	678.893	4614.662	717.464	--undefined--	--undefined--
377	1.905249	5	251.271	2223.521	1431.874	588.221	2682.076	698.923	3913.614	518.061	4809.888	1224.896
378	1.910249	5	690.803	1150.171	1707.945	510.479	2831.830	1021.082	3898.320	695.743	4831.849	1119.663
379	1.915249	5	592.038	1136.574	1680.201	472.488	2838.708	732.821	3991.295	786.795	4821.436	1007.341
380	1.920249	5	670.809	779.281	1729.356	339.900	2830.176	770.855	4019.192	577.352	4950.421	1027.885
381	1.925249	5	454.219	1407.106	1676.814	597.124	2586.434	1095.638	3898.985	422.583	4861.523	1003.785
382	1.930249	4	1333.077	515.273	2308.442	474.127	3798.401	592.460	4554.579	630.100	--undefined--	--undefined--
383	1.935249	4	1392.994	757.290	2372.646	607.834	3834.528	561.430	4644.504	433.854	--undefined--	--undefined--
384	1.940249	5	698.222	630.767	1666.912	581.188	2557.293	840.278	3803.753	438.994	4646.461	352.110
385	1.945249	5	627.954	540.608	1688.225	389.584	2774.750	1019.591	3770.044	642.448	4691.943	397.542
386	1.950249	5	700.861	963.189	1746.320	781.019	2657.773	1173.025	3626.608	832.700	4750.035	268.114
387	1.955249	5	631.625	832.041	1795.955	835.394	2520.497	515.570	3827.258	438.831	4813.698	355.791
388	1.960249	5	592.383	843.651	1983.412	863.778	2545.092	532.321	3861.100	303.694	4903.848	746.468
389	1.965249	5	691.691	899.950	1882.367	543.575	2759.613	602.625	3873.045	432.271	4860.658	884.637
390	1.970249	5	704.983	872.886	1747.811	353.622	2875.504	600.685	3890.509	593.794	4762.224	605.860
391	1.975249	5	740.836	1126.902	1635.042	780.115	2725.116	839.239	3780.975	670.625	4661.549	499.894
392	1.980249	5	677.918	1303.355	1541.201	739.448	2815.375	736.892	3690.706	705.259	4627.763	460.692
393	1.985249	5	580.663	1495.639	1554.962	631.827	2890.373	635.706	3791.147	1115.859	4564.149	633.533
394	1.990249	4	1397.076	435.414	2879.474	851.706	2930.758	2225.388	4352.384	619.599	--undefined--	--undefined--
395	1.995249	4	1366.875	382.142	2840.415	2594.697	3068.592	888.483	4289.600	700.642	--undefined--	--undefined--
396	2.000249	4	1280.950	362.250	2154.186	4768.039	3011.898	518.513	4100.292	482.578	--undefined--	--undefined--
397	2.005249	4	1231.356	525.173	2105.103	2369.172	3082.320	744.274	4145.316	535.949	--undefined--	--undefined--
398	2.010249	4	906.387	741.231	1910.097	792.243	3078.715	650.638	4380.561	593.038	--undefined--	--undefined--
399	2.015249	5	827.163	691.769	1851.875	537.252	2882.830	724.269	4087.328	1430.516	4446.612	796.537
400	2.020249	5	805.015	1742.457	1667.361	909.698	2707.482	1111.945	4153.179	670.683	4280.649	2220.886
401	2.025249	4	1361.386	1027.297	2047.907	1302.706	3142.250	1253.564	4122.601	634.762	--undefined--	--undefined--
402	2.030249	5	756.611	778.753	1727.824	559.820	2869.226	1097.474	3653.221	717.765	4676.264	802.297
403	2.035249	5	579.029	1059.954	1635.828	821.624	2684.841	796.528	3617.525	779.899	4673.761	447.351
404	2.040249	5	693.542	1043.987	1799.634	1179.939	2776.959	706.608	3647.382	1598.482	4540.033	299.577
405	2.045249	5	543.954	1340.296	1738.526	596.969	2817.113	362.271	3784.782	778.016	4512.113	256.620
406	2.050249	5	661.593	1264.681	1754.589	479.969	2782.188	244.731	3926.759	584.371	4487.485	303.609
407	2.055249	5	863.486	652.379	1798.893	467.855	2790.142	236.271	3968.564	554.803	4439.756	161.558
408	2.060249	5	891.162	676.347	1826.405	512.174	2768.228	143.120	3858.062	733.711	4454.832	87.355
409	2.065249	5	825.068	624.895	1867.072	351.551	2744.824	108.485	3776.984	431.805	4483.599	56.801
410	2.070249	5	844.839	705.570	1868.024	187.613	2787.801	188.857	3789.238	314.610	4532.333	87.770
411	2.075249	5	747.946	1232.029	1873.477	142.053	2861.624	332.405	3778.231	263.560	4563.050	130.861
412	2.080249	5	603.323	1729.910	1889.787	245.119	2796.355	334.174	3808.779	270.079	4507.590	166.213
413	2.085249	5	715.382	2172.630	1851.066	482.111	2781.516	235.520	3797.262	417.641	4396.652	130.966
414	2.090249	5	486.857	2946.407	1800.821	520.884	2746.155	228.968	3796.813	427.362	4402.152	98.870
415	2.095249	4	1799.983	338.015	2738.747	184.604	3773.907	263.129	4455.631	111.783	--undefined--	--undefined--
416	2.100249	4	1779.580	201.848	2723.438	124.182	3736.927	205.821	4478.837	108.117	--undefined--	--undefined--
417	2.105249	4	1755.782	400.110	2716.439	105.829	3711.251	290.815	4459.911	112.572	--undefined--	--undefined--
418	2.110249	5	872.564	1440.174	1879.716	808.324	2716.307	135.727	3752.857	314.899	4475.665	140.974
419	2.115249	5	827.043	1578.678	1920.569	604.927	2729.238	282.146	3825.708	426.045	4472.206	185.501
420	2.120249	5	953.688	1024.415	2024.918	692.190	2685.486	332.983	3878.680	413.016	4443.588	192.565
421	2.125249	5	613.361	1401.098	1892.525	408.049	2651.354	174.659	3921.946	320.426	4419.001	260.049
422	2.130249	4	1842.504	148.133	2641.514	146.975	3962.970	293.624	4441.011	231.780	--undefined--	--undefined--
423	2.135249	5	426.866	334.007	1827.238	208.360	2628.491	169.013	3914.139	464.748	4507.195	213.404
424	2.140249	5	495.563	213.274	1780.160	307.159	2588.832	197.035	3879.942	559.095	4431.947	235.232
425	2.145249	5	526.198	165.145	1757.532	223.716	2557.142	376.986	3711.159	1085.741	4326.673	173.565
426	2.150249	5	556.835	145.616	1759.091	170.705	2614.633	438.548	3426.434	1676.526	4303.567	197.504
427	2.155249	5	579.644	112.665	1744.683	138.621	2620.652	258.744	3419.156	1627.776	4278.681	288.550
428	2.160249	5	581.445	98.576	1742.223	121.648	2582.368	181.233	3563.591	686.422	4271.052	544.209
429	2.165249	5	585.928	92.362	1750.216	111.365	2594.376	138.503	3575.682	542.343	4249.816	599.715
430	2.170249	5	590.601	96.597	1761.692	112.354	2603.583	130.805	3470.065	503.157	4275.078	521.682
431	2.175249	5	594.504	84.699	1762.727	100.836	2598.287	118.888	3419.494	422.032	4253.586	419.009
432	2.180249	5	595.952	89.912	1765.483	102.354	2581.551	123.616	3345.987	322.927	4161.061	277.299
433	2.185249	5	599.162	91.563	1771.671	104.895	2596.721	114.030	3345.133	308.247	4127.903	268.693
