frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)
1702	8.530249	5	1155.174	962.780	1886.863	760.684	2980.847	716.137	3866.586	979.444	4821.369	341.445	--undefined--	--undefined--
1703	8.535249	5	854.016	773.628	1758.499	562.610	2749.288	589.513	3732.781	916.214	4639.283	744.912	--undefined--	--undefined--
1704	8.540249	5	526.144	544.058	1562.699	362.568	2606.661	512.149	3657.305	797.434	4457.430	477.833	--undefined--	--undefined--
1705	8.545249	6	513.989	391.316	1496.807	346.409	2476.216	684.240	3671.462	757.724	4533.023	710.398	4677.916	2626.442
1706	8.550249	5	817.193	664.719	1730.692	899.273	2702.132	1529.711	3835.309	701.414	4738.785	849.778	--undefined--	--undefined--
1707	8.555249	5	861.516	326.649	1727.455	477.790	2672.152	875.609	3778.586	429.965	4658.139	1064.315	--undefined--	--undefined--
1708	8.560249	5	772.550	435.055	1684.807	546.571	2483.374	1008.674	3594.199	439.312	4460.315	531.520	--undefined--	--undefined--
1709	8.565249	5	648.959	706.398	1661.943	788.098	2338.493	932.424	3520.739	364.597	4555.541	404.403	--undefined--	--undefined--
1710	8.570249	5	649.712	638.623	1554.168	810.696	2402.071	454.182	3555.174	507.247	4547.603	295.670	--undefined--	--undefined--
1711	8.575249	5	707.391	670.764	1715.772	671.657	2441.147	446.590	3725.983	686.678	4533.020	228.870	--undefined--	--undefined--
1712	8.580249	5	647.010	725.174	1548.381	717.742	2354.941	571.972	3509.674	649.155	4514.880	235.045	--undefined--	--undefined--
1713	8.585249	6	599.740	495.683	1362.908	403.146	2215.928	328.288	3267.334	428.762	4120.506	325.901	4832.937	228.955
1714	8.590249	6	660.256	654.486	1353.546	697.405	2196.229	320.477	3270.966	514.893	4039.418	197.993	4843.779	112.732
1715	8.595249	6	371.075	804.568	1532.497	748.330	2258.512	595.778	3259.916	816.000	4033.628	387.964	4836.339	164.944
1716	8.600249	6	384.380	459.353	1489.037	519.831	2265.536	547.734	3319.163	559.798	4214.790	455.533	4830.535	394.476
1717	8.605249	6	430.383	606.221	1535.173	963.281	2078.518	590.002	3306.625	708.148	4270.674	344.341	4838.015	811.796
1718	8.610249	5	866.510	901.574	1952.070	375.973	3085.612	722.716	4230.828	346.150	4798.282	871.080	--undefined--	--undefined--
1719	8.615249	6	834.987	1488.444	1168.027	1098.482	2025.285	495.426	3161.655	553.447	4135.035	439.041	4794.084	431.886
1720	8.620249	6	736.693	624.542	1675.680	742.567	2254.585	1040.403	3271.031	673.387	4036.126	700.861	4770.766	262.283
1721	8.625249	6	722.678	357.570	1614.100	608.871	2374.084	559.554	3436.350	653.768	4041.326	811.266	4769.940	336.995
1722	8.630249	6	734.411	882.578	1213.881	906.408	2317.962	494.480	3243.599	962.301	3997.495	520.733	4818.210	395.272
1723	8.635249	5	1031.487	519.969	2101.697	521.392	3020.878	563.253	4074.510	409.861	4831.762	408.683	--undefined--	--undefined--
1724	8.640249	5	965.572	482.171	2009.560	331.486	2960.121	322.053	4057.624	519.395	4799.910	375.592	--undefined--	--undefined--
1725	8.645249	5	946.057	419.973	1990.567	293.885	2864.084	223.903	3940.814	367.344	4722.054	257.665	--undefined--	--undefined--
1726	8.650249	5	921.789	585.764	1942.380	409.553	2835.349	461.582	3846.108	460.715	4620.759	301.230	--undefined--	--undefined--
1727	8.655249	5	1191.073	560.312	2072.218	818.625	3273.001	510.130	4390.969	730.953	4565.586	876.274	--undefined--	--undefined--
1728	8.660249	6	263.435	662.298	1367.175	554.727	2481.790	438.481	3203.157	682.759	4141.324	434.773	4833.067	556.608
1729	8.665249	5	1485.038	739.632	2469.072	305.597	3080.513	583.771	4066.183	232.504	4951.721	503.325	--undefined--	--undefined--
1730	8.670249	6	373.547	295.028	1395.922	506.199	2454.444	233.158	3146.039	372.666	4061.643	270.077	5011.750	677.421
1731	8.675249	6	424.542	198.111	1275.837	390.320	2470.339	181.904	3230.213	246.258	3967.664	608.679	4937.598	2050.112
1732	8.680249	6	452.650	112.111	1253.490	233.088	2457.958	164.464	3247.908	459.677	3414.104	690.952	4213.798	465.586
1733	8.685249	6	473.758	78.204	1260.064	191.179	2481.331	190.772	3017.910	635.237	3433.313	266.388	4177.232	312.913
1734	8.690249	6	488.769	56.362	1261.317	153.895	2492.695	167.825	2976.111	529.981	3449.076	200.219	4176.751	267.091
1735	8.695249	6	496.733	77.591	1275.125	195.710	2532.207	176.241	3026.193	502.739	3477.147	281.536	4226.662	321.315
1736	8.700249	6	502.713	78.944	1289.677	193.476	2555.783	149.785	3076.719	461.559	3520.419	329.548	4244.637	372.896
1737	8.705249	6	494.597	89.044	1294.225	195.568	2575.943	154.484	3070.430	449.120	3550.064	319.317	4190.605	338.767
1738	8.710249	6	488.268	79.426	1287.817	158.615	2595.277	130.872	3075.408	423.254	3562.084	293.055	4156.344	343.587
1739	8.715249	6	454.338	111.788	1267.567	173.556	2636.574	144.586	3081.490	402.609	3587.857	307.623	4083.837	676.996
1740	8.720249	6	404.033	124.988	1244.898	158.069	2634.169	123.534	3073.894	338.596	3595.911	213.996	4153.506	853.760
1741	8.725249	6	283.854	74.374	1227.603	291.897	2586.429	132.255	2985.419	401.443	3580.721	169.173	4561.335	967.200
1742	8.730249	6	262.554	64.362	1244.717	1147.923	2467.881	399.515	2693.586	235.997	3535.554	328.020	4748.905	482.017
1743	8.735249	6	264.110	68.702	1294.268	1302.796	2401.795	394.924	2698.636	163.806	3486.925	503.661	4696.975	405.889
1744	8.740249	6	266.968	85.400	1256.873	1373.712	2328.356	340.596	2721.203	126.415	3448.753	513.094	4632.568	379.817
1745	8.745249	6	271.824	91.614	1247.466	1492.934	2304.982	324.036	2727.093	104.444	3478.668	564.986	4565.300	429.545
1746	8.750249	6	261.614	87.558	1370.331	1425.959	2267.296	364.687	2714.976	96.781	3488.236	475.178	4576.644	399.229
1747	8.755249	6	262.768	85.800	1389.827	1447.960	2266.125	401.290	2710.829	106.558	3421.773	425.272	4579.392	270.220
1748	8.760249	6	270.744	100.610	1334.071	1485.066	2290.617	422.690	2743.221	144.207	3386.570	355.271	4577.440	191.222
1749	8.765249	6	271.062	99.209	1339.120	1379.035	2324.898	427.866	2743.389	151.815	3417.527	340.751	4582.018	198.077
1750	8.770249	6	274.941	130.432	1394.778	963.781	2435.262	511.672	2743.915	227.980	3481.740	425.350	4506.933	289.835
1751	8.775249	6	288.620	215.850	1267.263	228.701	2577.426	335.375	2916.113	384.490	3589.733	409.913	4451.589	392.021
1752	8.780249	6	341.909	251.550	1255.733	117.224	2587.116	481.493	2973.157	266.776	3623.850	376.286	4285.738	618.348
1753	8.785249	6	452.937	258.141	1292.192	175.460	2810.676	398.745	2909.832	622.507	3575.461	646.609	4075.934	471.679
1754	8.790249	6	503.921	227.033	1318.716	203.040	2748.512	274.474	3069.104	488.270	3684.207	915.295	4063.020	504.138
1755	8.795249	6	531.793	251.110	1340.575	231.433	2741.585	279.254	3109.138	480.308	3557.485	1032.984	4178.261	557.685
1756	8.800249	6	553.870	219.769	1348.909	193.577	2740.046	284.591	3074.936	488.610	3489.298	742.177	4269.376	596.614
1757	8.805249	6	580.207	198.584	1352.922	157.797	2762.693	336.350	3019.140	477.136	3494.767	546.783	4255.231	546.744
1758	8.810249	6	595.675	166.197	1357.016	121.975	2754.344	386.122	2978.765	396.524	3494.702	427.745	4194.631	454.807
1759	8.815249	6	609.893	167.604	1359.917	124.675	2716.972	742.013	2929.057	262.779	3467.790	315.645	4123.293	353.157
1760	8.820249	6	623.730	173.913	1368.125	119.931	2821.938	829.425	2911.238	290.948	3496.390	392.034	4127.589	534.791
1761	8.825249	6	639.172	193.852	1372.625	133.668	2806.276	1242.392	2893.785	228.736	3471.258	367.092	4187.051	626.425
1762	8.830249	6	642.251	197.121	1373.506	132.503	2857.458	1273.124	2883.656	230.989	3458.675	413.149	4177.661	592.435
1763	8.835249	6	649.935	196.281	1370.254	136.467	2878.248	235.428	2883.261	1202.078	3444.109	432.443	4200.705	531.087
1764	8.840249	6	645.773	207.018	1367.971	137.115	2691.901	1342.559	2889.106	197.893	3435.010	342.231	4250.918	325.843
1765	8.845249	6	653.757	202.924	1368.744	130.847	2591.884	1396.912	2889.319	179.540	3418.951	291.096	4291.043	244.510
1766	8.850249	6	655.243	229.794	1374.060	143.799	2567.087	1563.392	2878.902	193.651	3395.646	322.260	4337.420	305.401
1767	8.855249	6	666.541	218.360	1376.444	134.273	2621.670	1640.291	2866.687	204.153	3365.969	357.143	4331.894	328.144
1768	8.860249	6	663.594	242.167	1376.331	150.607	2581.143	1621.239	2877.662	212.087	3371.389	446.063	4334.451	349.548
1769	8.865249	6	668.213	226.604	1375.174	135.659	2613.201	1526.134	2878.036	211.547	3378.019	463.229	4328.282	318.451
1770	8.870249	6	666.219	238.857	1371.994	140.464	2600.638	1439.892	2881.862	213.984	3431.071	433.601	4330.171	287.546
1771	8.875249	6	666.962	230.193	1372.921	131.914	2621.922	1397.538	2880.900	214.201	3429.134	447.564	4358.110	257.630
1772	8.880249	6	668.358	242.256	1374.340	144.079	2582.813	1450.898	2879.206	205.563	3405.711	432.755	4355.359	243.324
1773	8.885249	6	669.011	241.564	1375.832	148.013	2549.214	1433.623	2873.723	194.611	3420.521	407.782	4354.908	268.349
1774	8.890249	6	675.348	235.163	1376.513	150.362	2528.349	1354.527	2869.534	186.600	3439.423	372.504	4365.231	269.888
1775	8.895249	6	666.507	252.036	1376.615	155.923	2525.061	1262.737	2874.107	190.393	3444.830	346.594	4364.623	255.894
1776	8.900249	6	669.137	241.708	1374.560	145.341	2543.171	1160.671	2877.956	191.378	3446.766	338.563	4352.491	249.515
1777	8.905249	6	667.346	262.397	1373.579	165.597	2476.837	1299.451	2876.029	191.924	3468.822	328.310	4337.320	294.617
1778	8.910249	6	672.683	247.752	1374.162	152.843	2511.974	1210.929	2878.793	199.012	3492.826	322.026	4341.531	292.460
1779	8.915249	6	667.204	264.183	1377.921	165.408	2543.960	1063.309	2894.512	207.200	3519.729	310.572	4331.046	267.678
1780	8.920249	6	663.016	260.648	1380.252	156.870	2583.407	975.706	2898.631	219.985	3545.083	308.622	4347.366	231.640
1781	8.925249	6	657.307	276.811	1385.101	172.116	2611.026	961.722	2907.351	242.554	3560.728	321.814	4365.065	200.999
1782	8.930249	6	639.083	270.629	1380.085	165.629	2612.626	1024.377	2898.682	232.534	3559.896	333.337	4352.507	210.371
1783	8.935249	6	629.676	268.999	1376.170	170.336	2607.699	1166.489	2891.384	224.490	3534.262	379.230	4314.819	211.215
1784	8.940249	6	610.260	288.895	1364.198	197.605	2531.716	1448.287	2868.088	212.735	3517.444	410.142	4225.795	189.690
1785	8.945249	6	597.576	292.239	1351.371	204.736	2472.778	1576.532	2855.019	193.862	3494.697	410.792	4167.709	143.364
1786	8.950249	6	550.270	305.418	1321.630	206.604	2523.222	1631.589	2903.599	197.938	3459.746	525.748	4116.485	122.467
1787	8.955249	6	514.451	311.220	1308.208	183.580	2621.013	1674.795	2920.181	210.090	3366.142	591.350	4094.937	95.537
1788	8.960249	6	402.564	526.710	1316.978	312.872	2495.260	3137.112	2918.761	215.556	3190.235	482.119	4073.934	159.922
1789	8.965249	6	283.117	543.934	1318.800	544.274	2634.370	896.053	3000.674	217.913	3360.603	1690.549	4106.435	493.357
1790	8.970249	6	271.771	134.795	1546.136	850.475	2311.521	456.936	2826.403	180.463	3637.333	606.345	4497.034	564.987
1791	8.975249	6	261.375	93.100	1525.268	634.652	2251.811	344.455	2769.555	104.874	3794.007	364.191	4555.005	579.249
1792	8.980249	6	262.684	92.391	1535.036	633.974	2243.551	335.659	2765.456	101.011	3781.023	361.549	4533.022	553.506
1793	8.985249	6	260.844	89.249	1513.581	762.596	2227.388	314.578	2755.661	98.758	3764.843	354.576	4562.186	352.282
1794	8.990249	6	261.806	139.412	1422.298	599.257	2304.264	357.821	2813.141	146.020	3696.740	515.285	4531.060	370.984
1795	8.995249	6	254.274	309.107	1297.650	224.026	2473.736	388.159	2993.845	164.615	3803.131	1462.591	4161.149	396.356
1796	9.000249	6	369.350	460.962	1307.751	193.596	2734.756	2404.354	2790.109	302.745	3146.314	249.990	4077.905	104.909
1797	9.005249	6	487.845	354.630	1327.422	139.684	2706.653	2112.358	2810.547	218.420	3178.626	200.126	4087.906	65.504
1798	9.010249	6	528.178	332.655	1352.158	140.811	2817.129	240.291	2953.204	2183.686	3200.097	271.802	4131.248	114.256
1799	9.015249	6	554.688	311.500	1367.785	152.190	2813.044	234.133	3064.281	2079.461	3214.298	300.643	4194.132	148.919
1800	9.020249	6	584.503	305.984	1378.567	201.283	2802.973	258.268	3157.073	1684.985	3227.557	430.202	4290.754	190.311
1801	9.025249	6	601.853	280.093	1385.342	209.146	2793.372	246.459	3188.754	1532.476	3228.284	475.135	4301.140	194.875
1802	9.030249	6	617.485	276.046	1389.551	235.000	2790.120	249.636	3163.917	1389.136	3252.610	566.459	4290.937	217.838
1803	9.035249	6	620.673	267.075	1388.259	235.943	2795.107	254.453	3091.784	1104.251	3335.379	688.295	4328.693	258.031
1804	9.040249	6	625.099	256.763	1386.669	243.397	2819.469	287.656	2904.972	933.858	3458.259	589.777	4380.874	265.380
1805	9.045249	6	621.353	251.796	1390.422	245.365	2832.268	302.027	2844.073	935.065	3478.682	546.494	4390.705	280.179
1806	9.050249	6	622.634	240.418	1393.461	226.495	2801.094	908.031	2841.369	300.413	3487.580	494.732	4394.410	262.296
1807	9.055249	6	619.275	251.796	1391.453	234.586	2775.051	901.037	2844.264	316.058	3491.178	486.435	4383.594	206.259
1808	9.060249	6	619.795	238.165	1390.817	212.454	2790.747	845.698	2834.403	318.410	3500.407	454.354	4384.574	189.241
1809	9.065249	6	615.682	252.097	1390.452	227.827	2747.853	988.053	2837.862	280.639	3500.266	372.233	4386.140	179.790
1810	9.070249	6	606.740	253.885	1397.922	212.896	2786.917	1044.622	2826.235	272.240	3514.209	366.352	4378.867	194.149
1811	9.075249	6	591.792	283.839	1412.755	221.370	2801.377	1217.639	2825.858	266.041	3523.128	353.838	4366.294	210.066
1812	9.080249	6	579.556	309.002	1419.895	217.731	2774.283	1394.465	2820.853	237.251	3524.276	299.152	4388.459	219.811
1813	9.085249	6	578.770	324.499	1426.633	209.358	2769.353	1576.298	2814.878	207.149	3521.283	256.492	4398.287	204.777
1814	9.090249	6	570.764	388.482	1434.518	219.935	2758.180	2216.105	2821.369	194.603	3529.527	246.795	4399.582	173.115
1815	9.095249	6	566.639	423.980	1441.139	212.830	2748.513	2766.321	2825.982	180.103	3536.653	218.298	4408.164	155.424
1816	9.100249	6	496.113	676.108	1456.376	230.153	1489.864	8382.781	2829.599	168.784	3539.952	175.497	4417.338	165.757
1817	9.105249	5	451.132	668.624	1457.568	218.803	2826.091	159.533	3552.401	171.186	4402.030	153.226	--undefined--	--undefined--
1818	9.110249	6	480.703	548.371	1449.258	248.068	2461.955	5340.149	2819.540	143.724	3574.997	190.790	4383.184	117.846
1819	9.115249	5	484.027	572.219	1445.847	256.494	2810.807	122.463	3588.289	184.434	4394.193	103.834	--undefined--	--undefined--
1820	9.120249	5	493.517	948.812	1427.296	350.721	2847.058	217.659	3632.362	237.433	4405.370	83.378	--undefined--	--undefined--
1821	9.125249	5	433.210	1115.777	1416.373	382.182	2888.752	200.077	3663.282	357.070	4423.396	98.434	--undefined--	--undefined--
1822	9.130249	5	160.012	2255.366	1300.795	544.054	2881.262	101.858	3928.370	914.737	4429.600	121.028	--undefined--	--undefined--
1823	9.135249	5	208.771	580.230	1517.571	270.240	2852.890	94.410	3843.642	879.322	4409.428	93.819	--undefined--	--undefined--
1824	9.140249	6	220.797	349.420	1533.380	86.521	2824.005	95.549	3897.947	2992.453	3999.912	1141.930	4387.795	166.213
1825	9.145249	6	210.093	511.868	1512.968	80.740	2863.790	105.130	3992.029	747.250	4307.385	5050.102	4431.134	167.671
1826	9.150249	4	1531.469	86.390	2900.454	113.916	3975.694	971.489	4435.247	152.455	--undefined--	--undefined--	--undefined--	--undefined--
1827	9.155249	5	1530.271	62.652	2919.962	154.454	3738.825	1169.350	4384.286	149.041	4757.523	2860.657	--undefined--	--undefined--
1828	9.160249	4	1497.893	89.078	2988.165	248.648	3576.946	537.793	4376.842	92.517	--undefined--	--undefined--	--undefined--	--undefined--
1829	9.165249	4	1470.203	116.413	3001.540	263.131	3564.826	753.912	4407.020	105.494	--undefined--	--undefined--	--undefined--	--undefined--
1830	9.170249	6	302.951	846.622	1516.195	105.078	3023.459	223.839	3168.202	2064.334	4376.978	164.443	4588.927	915.173
1831	9.175249	6	512.054	518.179	1545.352	66.501	2890.692	700.258	3193.198	611.170	4339.732	150.405	4676.810	557.244
1832	9.180249	6	574.100	453.018	1520.335	65.644	2783.702	691.206	3219.044	407.252	4332.484	170.368	4751.484	391.975
1833	9.185249	6	544.836	429.045	1506.928	107.670	2771.753	1172.886	3130.700	255.586	4364.824	135.803	4727.913	385.973
1834	9.190249	6	536.884	454.971	1514.068	134.806	2782.553	1635.330	3121.101	236.578	4393.701	115.201	4659.066	592.056
1835	9.195249	5	565.506	478.987	1498.973	105.433	2973.168	329.269	3554.047	727.432	4425.497	82.043	--undefined--	--undefined--
1836	9.200249	5	494.275	897.665	1546.436	146.117	2972.963	214.634	3670.203	461.312	4431.939	76.213	--undefined--	--undefined--
1837	9.205249	5	1042.369	1185.782	1557.211	389.405	3062.791	305.603	3804.349	927.024	4434.137	99.801	--undefined--	--undefined--
1838	9.210249	6	164.344	1017.686	1310.735	493.843	2457.632	1292.687	3328.397	466.986	4450.089	100.869	4595.547	2089.933
1839	9.215249	5	304.079	605.373	1420.411	325.016	2667.693	722.194	3462.623	414.177	4428.988	100.824	--undefined--	--undefined--
1840	9.220249	6	275.656	489.787	1448.112	334.132	2489.499	997.451	3153.550	621.344	4357.049	266.217	5445.257	1901.645
1841	9.225249	6	231.864	593.365	1464.817	435.644	2298.447	608.786	3148.018	358.443	4246.803	360.723	4997.427	758.467
1842	9.230249	4	1437.090	844.350	2371.175	1093.557	3129.456	669.388	4284.966	836.880	--undefined--	--undefined--	--undefined--	--undefined--
1843	9.235249	5	765.177	946.577	1862.836	760.611	2815.775	630.191	3439.568	1053.428	4558.798	628.196	--undefined--	--undefined--
1844	9.240249	5	611.625	811.334	1689.076	690.608	2598.984	381.728	3476.624	537.316	4539.770	364.495	--undefined--	--undefined--
1845	9.245249	5	570.568	610.496	1611.629	586.410	2542.487	339.072	3545.277	455.866	4502.157	328.958	--undefined--	--undefined--
1846	9.250249	6	534.919	671.652	1608.925	725.338	2504.613	1094.529	2910.816	1778.247	3770.150	662.231	4593.102	480.289
1847	9.255249	6	529.013	556.483	1598.074	479.640	2345.442	831.609	3172.674	1130.859	3860.063	558.581	4770.058	546.656
1848	9.260249	6	466.987	1014.877	1459.995	554.886	2382.886	618.346	3347.793	795.202	3976.961	1070.080	4828.933	545.050
1849	9.265249	5	1279.647	317.552	2508.408	728.451	3437.441	2009.618	3530.099	938.073	4801.298	437.298	--undefined--	--undefined--
1850	9.270249	5	1155.188	455.142	2015.849	920.768	2919.454	623.094	3891.063	836.802	4759.588	639.685	--undefined--	--undefined--
1851	9.275249	5	1062.123	434.457	1939.569	627.345	2807.604	649.679	3780.779	839.110	4435.858	536.641	--undefined--	--undefined--
1852	9.280249	5	878.956	702.584	1607.147	874.442	2588.785	649.085	3637.401	478.234	4555.966	433.941	--undefined--	--undefined--
1853	9.285249	6	625.267	847.059	1433.145	599.101	2549.893	783.272	3582.824	575.478	4284.746	4024.831	4590.760	381.936
1854	9.290249	6	466.630	570.990	1459.327	291.614	2467.684	717.436	3291.886	641.156	4506.281	1512.317	4547.342	425.184
1855	9.295249	5	450.635	487.952	1445.950	340.017	2558.555	837.005	3365.761	588.137	4538.621	336.720	--undefined--	--undefined--
1856	9.300249	6	438.674	688.001	1544.565	487.702	2504.868	1601.653	3179.011	577.534	4443.785	599.714	4652.995	1816.454
1857	9.305249	6	351.293	1021.244	1438.596	607.724	2254.989	942.823	3099.791	354.872	4169.151	520.746	4823.224	719.406
1858	9.310249	6	424.545	851.505	1375.923	444.014	2304.042	590.515	3124.862	406.621	4084.433	472.784	4859.114	452.944
1859	9.315249	6	235.312	1478.496	1337.753	728.941	2098.306	1033.426	3006.441	814.299	3903.173	550.328	4799.425	543.049
1860	9.320249	5	295.289	1566.598	1560.272	275.232	2703.594	578.771	3650.065	636.976	4530.213	460.850	--undefined--	--undefined--
1861	9.325249	5	459.999	641.059	1590.413	175.572	2650.776	474.522	3553.880	608.255	4458.464	296.657	--undefined--	--undefined--
1862	9.330249	5	481.291	992.648	1646.053	216.928	2886.925	372.969	3680.906	930.207	4497.477	429.390	--undefined--	--undefined--
1863	9.335249	5	332.781	834.165	1580.517	264.389	2958.036	295.147	3280.186	2217.204	4382.728	485.701	--undefined--	--undefined--
1864	9.340249	5	377.604	621.532	1571.395	386.673	2492.609	1189.594	3059.128	348.933	4336.618	431.930	--undefined--	--undefined--
1865	9.345249	5	289.863	723.894	1564.014	368.080	2493.963	1490.323	3159.966	544.403	4437.446	479.549	--undefined--	--undefined--
1866	9.350249	5	358.432	703.772	1497.522	375.464	2674.420	841.399	3382.822	696.062	4465.883	370.870	--undefined--	--undefined--
1867	9.355249	6	415.661	501.728	1379.051	455.194	2354.621	959.178	3050.773	607.615	4358.302	474.357	4936.255	1490.869
1868	9.360249	6	502.169	496.439	1465.002	480.728	2105.850	691.574	3084.501	367.983	4315.084	369.149	4851.732	996.329
1869	9.365249	5	700.985	632.340	1764.866	420.534	1856.719	4174.204	3112.835	493.685	4365.544	436.860	--undefined--	--undefined--
1870	9.370249	5	864.290	772.710	1673.478	354.415	2945.037	480.577	3834.759	941.004	4586.585	651.610	--undefined--	--undefined--
1871	9.375249	5	848.160	893.218	1625.354	281.790	2900.770	312.865	3725.205	624.492	4752.173	437.136	--undefined--	--undefined--
1872	9.380249	5	972.663	402.810	1792.143	305.699	2880.979	228.713	3748.234	634.056	4706.758	497.992	--undefined--	--undefined--
1873	9.385249	5	1009.925	222.601	1813.326	314.108	2844.032	232.083	3829.187	418.853	4663.123	806.531	--undefined--	--undefined--
1874	9.390249	5	1018.083	281.084	1707.879	421.086	2871.451	389.327	3825.018	488.301	4517.713	745.040	--undefined--	--undefined--
1875	9.395249	6	843.324	663.416	1542.410	666.100	2263.664	2963.452	3001.695	814.307	4310.767	985.057	4445.076	887.176
1876	9.400249	6	614.887	852.060	1558.458	436.792	2821.098	1198.100	3237.404	1318.706	4468.694	2181.354	4473.847	623.447
1877	9.405249	6	425.561	1158.622	1502.825	454.300	2485.852	1223.633	3314.350	541.157	4305.225	582.012	5050.923	1803.668
1878	9.410249	5	477.937	937.204	1528.141	527.391	2432.684	1233.517	3277.004	480.576	4290.731	499.894	--undefined--	--undefined--
1879	9.415249	6	553.178	608.728	1391.598	575.860	2244.532	902.299	3181.978	579.360	4296.961	645.883	4889.494	1258.803
1880	9.420249	5	615.806	1276.667	1507.360	742.372	2716.045	957.436	3382.113	1535.924	4384.606	621.643	--undefined--	--undefined--
1881	9.425249	5	1026.044	1866.557	1721.994	888.871	2505.213	1335.356	3440.000	1036.067	4377.456	779.169	--undefined--	--undefined--
1882	9.430249	6	651.661	870.456	1567.441	817.873	2145.028	741.100	3246.794	603.083	4288.553	627.357	4852.967	1783.659
1883	9.435249	5	961.743	1262.502	1443.539	1652.622	2093.461	1188.454	3288.026	593.523	4353.210	500.203	--undefined--	--undefined--
1884	9.440249	5	1299.032	1148.903	1748.159	1056.318	2992.296	639.038	4037.668	866.844	4710.585	868.988	--undefined--	--undefined--
1885	9.445249	6	209.124	1163.899	1538.370	504.266	2407.645	1588.683	2896.729	493.954	4083.555	681.752	4831.994	549.923
1886	9.450249	5	1474.334	1259.522	1681.777	672.667	2881.995	461.463	3731.560	1155.415	4638.737	541.086	--undefined--	--undefined--
1887	9.455249	5	1296.136	1027.796	1779.734	523.409	2864.003	606.114	3549.754	689.236	4533.137	383.191	--undefined--	--undefined--
1888	9.460249	5	1446.080	712.427	2030.326	958.874	3287.984	1327.390	3722.883	1343.381	4652.505	797.977	--undefined--	--undefined--
1889	9.465249	6	442.634	518.506	1453.870	355.079	2263.189	425.486	3230.648	571.642	4036.134	287.656	4983.265	339.610
1890	9.470249	6	474.753	369.184	1417.300	358.083	2275.238	454.798	3162.138	474.835	4048.983	205.384	5014.927	373.218
1891	9.475249	6	594.933	627.295	1464.162	503.657	2244.848	966.026	3124.587	468.754	4099.366	409.305	4995.688	908.525
1892	9.480249	6	793.234	549.383	1400.896	409.297	2534.514	1286.708	3109.566	781.365	3851.819	749.565	4903.627	743.551
1893	9.485249	6	820.884	598.772	1297.130	350.745	2638.521	599.175	3338.361	1083.724	3954.347	668.015	4943.180	1117.734
1894	9.490249	5	616.501	1809.635	1199.851	187.301	2634.999	271.759	3645.694	447.662	4284.485	565.723	--undefined--	--undefined--
1895	9.495249	6	470.214	1328.094	1219.988	129.663	2623.131	189.243	3532.121	545.672	4107.362	543.430	4706.101	1166.814
1896	9.500249	6	714.810	649.718	1212.743	206.651	2605.113	203.395	3427.001	268.686	4045.170	200.763	4717.579	652.465
1897	9.505249	6	745.010	647.938	1158.668	247.864	2597.310	178.564	3439.148	178.269	4008.756	208.920	4704.846	557.933
1898	9.510249	6	859.167	410.916	1173.727	347.178	2620.231	161.108	3467.584	163.003	3996.223	342.816	4762.274	583.618
1899	9.515249	6	872.664	208.380	1216.454	269.070	2645.318	103.555	3462.132	115.493	4017.313	287.012	4720.172	318.363
1900	9.520249	6	865.922	252.286	1193.478	237.873	2634.266	63.048	3468.146	101.612	4024.450	218.769	4693.567	277.882
1901	9.525249	6	908.507	259.375	1178.436	299.186	2644.977	70.717	3510.321	196.302	4018.195	341.347	4762.141	580.780
1902	9.530249	6	912.634	258.626	1184.098	337.325	2675.573	71.725	3544.598	342.405	4049.268	318.375	4917.427	842.956
1903	9.535249	6	881.286	1038.461	1084.693	191.899	2655.806	76.363	3471.405	358.578	4055.896	154.912	4851.179	944.171
1904	9.540249	6	646.281	1567.556	1117.020	89.546	2625.591	97.359	3468.401	265.843	4069.038	128.732	4882.035	983.936
1905	9.545249	6	753.164	749.712	1101.718	160.041	2627.934	121.926	3460.273	181.051	4043.088	96.194	4956.845	627.773
1906	9.550249	6	710.238	613.689	1089.872	244.697	2657.135	125.716	3442.184	162.048	4001.826	103.073	5085.944	606.694
1907	9.555249	6	402.008	681.560	1113.261	155.343	2622.873	114.761	3453.742	152.217	3973.643	106.664	5147.170	837.433
1908	9.560249	5	435.877	462.964	1036.095	214.845	2641.152	88.391	3500.498	166.558	4086.103	177.256	--undefined--	--undefined--
1909	9.565249	5	545.668	300.976	1055.103	198.249	2678.012	112.420	3503.737	235.468	4136.820	133.201	--undefined--	--undefined--
1910	9.570249	6	558.572	225.362	1073.876	159.328	2648.676	150.817	3435.471	287.819	3966.079	2664.823	4130.458	134.058
1911	9.575249	6	575.190	189.450	1086.135	135.696	2629.587	138.824	3391.527	273.216	3799.502	1902.719	4125.431	180.846
1912	9.580249	6	579.779	153.886	1106.004	91.301	2630.291	120.906	3376.806	307.297	3758.363	1490.494	4110.805	200.919
1913	9.585249	6	588.476	127.806	1118.104	75.517	2625.162	129.207	3356.901	398.569	3623.972	994.799	4125.221	193.799
1914	9.590249	6	592.534	116.319	1114.666	69.022	2615.848	120.953	3243.349	627.215	3550.618	503.570	4160.484	165.213
1915	9.595249	6	596.032	118.233	1116.076	82.208	2606.371	112.829	3119.274	570.409	3555.313	361.560	4189.514	151.486
