frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)
1845	9.245249	8	391.508	481.678	955.125	510.864	1705.250	284.071	2506.243	191.280	3380.178	782.574	3542.799	770.798	4451.796	363.953	4972.468	805.025
1846	9.250249	7	742.132	446.429	1619.372	437.557	2378.945	1249.123	2540.931	776.674	3470.112	621.040	4081.017	609.417	4711.623	439.214	--undefined--	--undefined--
1847	9.255249	7	659.673	601.304	1605.124	352.648	2277.733	569.289	2964.961	721.410	3700.524	512.351	4223.208	704.211	4897.272	435.084	--undefined--	--undefined--
1848	9.260249	8	426.710	1202.158	842.538	1598.200	1492.699	488.416	2309.869	482.296	2987.324	633.560	3618.418	430.803	4374.326	461.681	4987.238	341.415
1849	9.265249	7	908.556	522.909	1377.473	250.040	2259.820	376.738	2864.995	342.023	3551.173	279.488	4370.286	425.053	4954.692	291.916	--undefined--	--undefined--
1850	9.270249	7	978.110	504.423	1375.634	632.683	2092.561	562.021	2828.996	352.985	3528.138	443.281	4272.858	402.615	4953.040	364.646	--undefined--	--undefined--
1851	9.275249	7	1021.671	282.462	1770.506	432.941	2490.714	633.085	3006.307	767.671	3704.445	609.756	4327.090	337.215	4990.758	528.123	--undefined--	--undefined--
1852	9.280249	8	471.652	712.296	1034.962	395.410	1699.543	385.690	2480.668	374.295	3133.749	722.777	3687.155	367.766	4434.614	368.327	4937.600	569.202
1853	9.285249	8	336.077	912.926	954.420	520.607	1580.195	342.850	2440.894	354.894	3187.413	501.738	3738.105	409.151	4516.350	330.510	4930.904	733.743
1854	9.290249	8	373.025	633.062	948.354	816.240	1522.416	210.176	2394.444	293.484	3125.930	285.780	3816.473	454.573	4519.364	229.032	5023.361	695.694
1855	9.295249	7	408.254	305.549	1394.341	465.912	1488.650	1079.221	2507.194	768.360	3209.020	633.695	3729.239	904.957	4553.403	256.134	--undefined--	--undefined--
1856	9.300249	7	462.039	423.109	1401.113	301.454	2034.251	445.466	2972.287	342.609	3544.471	588.300	4447.883	470.942	4594.343	1259.144	--undefined--	--undefined--
1857	9.305249	7	524.780	619.978	1419.551	267.586	2182.926	317.412	3016.390	186.769	3720.177	531.513	4372.998	388.577	5006.653	619.346	--undefined--	--undefined--
1858	9.310249	7	499.739	658.181	1392.992	276.759	2240.850	302.357	3027.024	241.874	3793.811	499.152	4398.826	581.908	4961.962	503.653	--undefined--	--undefined--
1859	9.315249	8	343.470	787.365	1076.173	944.540	1477.023	531.581	2212.772	425.842	2988.155	304.843	3763.424	278.194	4432.351	485.348	4990.837	519.098
1860	9.320249	7	896.595	768.114	1561.038	175.734	2328.240	488.290	2958.083	342.786	3704.064	250.929	4424.782	237.899	5002.591	474.688	--undefined--	--undefined--
1861	9.325249	8	331.720	896.039	807.412	926.262	1599.510	129.566	2487.756	548.338	2919.548	658.903	3637.012	368.028	4409.775	173.588	5079.350	444.839
1862	9.330249	7	628.886	740.171	1641.382	231.207	1763.185	1494.013	2859.193	326.384	3480.283	745.401	4337.674	991.841	4520.002	579.202	--undefined--	--undefined--
1863	9.335249	7	396.527	497.101	1477.561	292.555	1874.384	570.295	2890.418	235.197	3267.883	560.348	4153.043	453.423	4613.069	394.405	--undefined--	--undefined--
1864	9.340249	7	529.749	521.928	1497.082	250.559	2123.084	477.255	2944.182	242.455	3432.646	579.606	4338.322	260.560	5113.318	653.253	--undefined--	--undefined--
1865	9.345249	7	649.859	525.296	1531.650	212.547	2164.326	491.953	2974.209	285.074	3544.622	364.389	4375.020	169.042	5028.257	299.532	--undefined--	--undefined--
1866	9.350249	8	353.272	378.893	1225.932	3140.354	1382.366	386.498	1965.265	774.289	2882.830	402.201	3571.577	409.912	4441.645	242.607	5132.430	795.103
1867	9.355249	7	395.732	271.494	1274.440	305.271	2017.407	593.584	2922.173	452.047	3055.925	1736.631	3989.348	713.600	4540.115	322.702	--undefined--	--undefined--
1868	9.360249	7	450.124	253.668	1289.940	354.928	1873.289	409.023	2607.809	773.199	3147.631	355.547	4197.792	395.901	4600.805	442.397	--undefined--	--undefined--
1869	9.365249	7	504.740	322.232	1190.671	456.538	1831.314	241.451	2767.296	649.280	3249.835	483.176	4259.250	562.945	4531.107	671.655	--undefined--	--undefined--
1870	9.370249	7	712.935	669.285	1419.570	764.440	1768.386	440.478	2879.051	330.252	3542.875	584.563	4303.622	559.994	4852.802	713.766	--undefined--	--undefined--
1871	9.375249	7	780.438	398.279	1555.446	280.000	1900.715	800.946	2880.437	222.259	3545.052	484.510	4239.117	770.920	4847.783	409.579	--undefined--	--undefined--
1872	9.380249	7	878.142	213.792	1592.430	406.347	1999.709	532.654	2887.683	155.073	3627.673	459.405	4425.883	772.133	4873.756	639.767	--undefined--	--undefined--
1873	9.385249	7	942.636	164.273	1508.260	507.703	1985.662	400.902	2856.121	144.025	3720.812	383.460	4258.968	756.393	4942.606	835.156	--undefined--	--undefined--
1874	9.390249	7	923.075	397.894	1281.031	529.858	1891.850	363.469	2866.396	183.894	3670.924	296.660	4271.406	370.149	5033.951	534.850	--undefined--	--undefined--
1875	9.395249	8	548.387	514.520	1119.784	426.286	1688.122	429.864	2529.766	990.615	2963.620	674.387	3667.492	608.498	4327.159	267.110	4948.570	406.006
1876	9.400249	7	897.351	485.666	1615.677	270.342	2584.267	740.521	2971.842	1154.285	3507.805	598.278	4329.353	287.920	4952.477	398.986	--undefined--	--undefined--
1877	9.405249	8	197.958	901.228	1107.354	582.283	1666.386	344.926	2611.020	603.292	3285.076	1083.978	3448.091	466.580	4287.297	224.294	5028.967	311.032
1878	9.410249	8	406.847	440.484	1283.251	526.190	1788.483	605.549	2615.071	1375.513	2998.102	799.694	3471.762	482.853	4292.842	233.765	5087.748	398.150
1879	9.415249	7	463.886	273.696	1213.968	328.460	1885.021	502.656	2716.277	753.217	3295.983	635.676	4304.572	648.006	4672.969	1249.534	--undefined--	--undefined--
1880	9.420249	7	477.531	500.225	1251.489	341.748	1882.951	351.092	2686.409	272.324	3407.398	354.335	4235.067	333.176	4823.413	658.337	--undefined--	--undefined--
1881	9.425249	7	745.609	679.983	1462.341	580.150	1982.613	524.058	2680.124	512.279	3434.352	429.879	4217.771	443.952	4935.803	869.628	--undefined--	--undefined--
1882	9.430249	7	803.971	441.187	1552.512	375.986	2148.458	372.422	2998.148	597.446	3526.817	694.183	4308.970	446.336	4995.545	958.220	--undefined--	--undefined--
1883	9.435249	8	455.630	878.737	1058.682	678.612	1625.208	625.056	2240.078	538.273	3062.352	443.026	3606.269	488.575	4343.658	272.530	5047.424	596.554
1884	9.440249	8	335.760	625.039	1140.291	505.179	1734.256	449.261	2493.315	712.140	3077.593	485.208	3826.353	674.518	4374.191	594.740	4981.767	637.428
1885	9.445249	7	296.855	584.428	1220.283	665.571	1698.157	425.308	2582.534	476.248	3064.836	400.436	4004.301	410.023	4725.743	409.388	--undefined--	--undefined--
1886	9.450249	7	260.868	783.539	1421.088	532.074	1878.240	589.253	2826.302	506.465	3153.819	861.720	3980.381	633.427	4664.583	311.675	--undefined--	--undefined--
1887	9.455249	7	197.625	902.945	1462.301	436.284	1980.176	472.426	2880.916	410.585	3558.050	607.414	3989.170	1514.428	4562.127	307.744	--undefined--	--undefined--
1888	9.460249	8	328.210	427.371	1366.130	360.629	2035.229	1338.962	2048.493	536.070	2988.666	430.453	3682.259	300.432	4392.877	282.764	5033.756	350.725
1889	9.465249	8	424.206	286.591	1398.930	262.018	1492.831	2420.112	2171.684	312.160	2984.960	427.540	3777.011	405.107	4242.585	378.896	5046.038	184.825
1890	9.470249	8	472.364	260.109	678.006	3047.563	1386.435	212.291	2177.829	229.267	2975.292	250.211	3804.380	357.616	4219.423	301.412	5077.733	181.677
1891	9.475249	8	517.636	305.637	1343.339	297.416	1514.658	2723.473	2048.125	401.358	2947.920	259.149	3620.411	372.630	4248.198	205.210	5076.604	267.269
1892	9.480249	8	623.464	343.860	1253.330	304.003	1789.917	685.206	2448.303	1943.720	2866.903	436.729	3530.357	381.431	4222.883	402.366	5034.268	293.555
1893	9.485249	8	586.088	576.719	1126.514	349.294	1504.941	494.135	2533.166	391.738	3052.270	503.160	3679.684	368.849	4235.599	327.139	5060.326	291.402
1894	9.490249	8	431.860	617.876	1160.457	139.596	1618.127	575.714	2603.713	159.192	3250.258	587.004	3759.750	351.716	4318.611	364.869	5097.429	679.478
1895	9.495249	7	408.756	660.550	1195.505	109.197	1745.472	830.796	2639.114	104.954	3407.788	278.704	3971.991	261.251	4530.561	398.559	--undefined--	--undefined--
1896	9.500249	7	678.081	818.991	1175.709	221.192	1914.566	1237.129	2659.159	140.718	3435.122	117.296	4017.133	96.954	4576.584	291.555	--undefined--	--undefined--
1897	9.505249	7	609.743	592.342	1117.378	188.720	1910.261	1113.668	2649.704	149.718	3447.900	97.304	3994.450	121.044	4622.245	360.541	--undefined--	--undefined--
1898	9.510249	7	874.628	326.416	1189.165	304.232	2253.808	981.072	2673.261	153.332	3465.347	70.971	3957.749	130.524	4615.477	220.005	--undefined--	--undefined--
1899	9.515249	7	872.373	142.607	1232.844	174.974	2538.511	1200.746	2650.883	129.885	3458.676	75.088	3968.867	147.876	4610.332	157.898	--undefined--	--undefined--
1900	9.520249	7	851.095	182.086	1205.385	159.372	2628.184	65.190	2667.436	1894.298	3457.764	91.779	3976.252	174.681	4591.201	213.412	--undefined--	--undefined--
1901	9.525249	7	870.119	244.829	1166.801	225.710	2176.836	2058.599	2646.304	66.830	3478.033	167.721	3933.271	244.870	4558.096	345.603	--undefined--	--undefined--
1902	9.530249	8	823.947	241.485	1144.151	190.649	1932.300	1746.632	2677.820	78.260	3538.487	369.503	4030.644	365.069	4718.506	2237.691	4870.092	1279.787
1903	9.535249	7	719.358	336.121	1138.694	110.150	2648.311	125.879	2690.350	1112.537	3536.365	363.238	4064.660	154.034	4745.258	952.873	--undefined--	--undefined--
1904	9.540249	7	724.720	590.396	1141.559	76.262	2601.285	128.209	2867.284	1072.624	3502.988	282.693	4066.939	127.214	4615.626	805.147	--undefined--	--undefined--
1905	9.545249	7	847.045	462.109	1138.337	165.556	2608.035	121.903	2955.582	1744.400	3450.712	194.922	4031.925	100.580	4693.730	684.732	--undefined--	--undefined--
1906	9.550249	6	731.171	457.926	1131.157	226.306	2638.664	86.103	3393.161	141.747	3962.556	121.495	4556.000	806.370	--undefined--	--undefined--	--undefined--	--undefined--
1907	9.555249	7	761.919	428.953	1175.003	157.430	2601.944	80.712	3302.968	2149.306	3417.498	173.062	3949.916	134.869	4562.898	945.102	--undefined--	--undefined--
1908	9.560249	7	687.955	314.204	1132.329	224.461	2630.883	71.445	2787.647	2545.131	3474.729	201.036	4083.680	266.262	4144.949	1232.440	--undefined--	--undefined--
1909	9.565249	7	636.845	281.068	1101.344	182.331	2662.473	126.830	3038.312	1558.890	3526.105	270.017	4143.601	127.899	5219.775	1816.915	--undefined--	--undefined--
1910	9.570249	7	602.731	241.359	1098.620	151.074	2636.848	183.540	2877.821	1215.752	3465.486	253.509	4119.927	117.968	4632.580	1157.797	--undefined--	--undefined--
1911	9.575249	7	584.974	182.412	1091.530	119.390	2626.198	184.527	2831.035	1282.030	3429.530	234.796	4113.007	152.473	4547.785	1460.699	--undefined--	--undefined--
1912	9.580249	7	592.033	137.628	1108.602	69.349	2631.892	1236.128	2634.407	177.161	3418.675	267.510	3927.616	1489.616	4109.310	169.371	--undefined--	--undefined--
1913	9.585249	7	596.870	108.064	1118.679	53.464	2628.106	220.408	2672.443	989.618	3432.070	296.455	3809.309	1346.554	4115.293	161.341	--undefined--	--undefined--
1914	9.590249	7	597.284	98.925	1115.054	50.788	2597.393	213.143	2814.738	667.168	3469.954	256.432	4132.248	159.379	4169.154	1816.728	--undefined--	--undefined--
1915	9.595249	7	598.347	99.259	1116.337	61.592	2577.865	171.671	2869.701	492.809	3485.536	225.386	4158.677	148.965	4316.650	2106.747	--undefined--	--undefined--
1916	9.600249	7	604.027	95.471	1121.851	64.271	2589.206	239.041	2752.279	561.633	3479.941	270.762	3497.509	1618.647	4173.547	156.434	--undefined--	--undefined--
1917	9.605249	7	603.707	86.287	1126.817	66.104	2577.307	212.442	2790.383	513.992	3480.345	248.103	3533.833	1875.069	4166.195	161.801	--undefined--	--undefined--
1918	9.610249	7	602.987	97.845	1131.104	77.929	2547.472	207.782	2861.968	410.806	3480.813	194.337	4134.944	195.621	4402.748	2249.442	--undefined--	--undefined--
1919	9.615249	7	602.171	82.325	1136.779	65.634	2532.302	166.401	2883.245	331.744	3492.327	165.239	4135.569	192.710	4458.293	2107.286	--undefined--	--undefined--
1920	9.620249	7	595.983	89.810	1142.154	100.221	2518.531	135.797	2870.477	270.996	3488.419	221.717	3992.063	3330.913	4170.429	202.347	--undefined--	--undefined--
1921	9.625249	7	598.051	76.334	1162.109	113.379	2519.440	108.279	2885.705	251.298	3483.284	217.351	3805.176	3577.302	4172.737	197.725	--undefined--	--undefined--
1922	9.630249	7	597.208	80.532	1191.928	133.467	2499.316	112.528	2900.853	235.169	3464.038	205.284	4063.903	3857.836	4175.054	228.794	--undefined--	--undefined--
1923	9.635249	7	598.446	70.316	1206.092	101.461	2487.937	108.395	2912.813	233.173	3459.982	187.516	3614.708	3192.410	4185.323	183.989	--undefined--	--undefined--
1924	9.640249	7	597.179	68.626	1218.356	87.024	2466.185	114.085	2923.629	216.014	3456.843	169.363	3532.856	3009.491	4187.172	188.238	--undefined--	--undefined--
1925	9.645249	7	594.618	71.715	1230.842	85.593	2444.529	124.866	2921.411	215.551	3462.394	175.699	4098.284	2447.799	4210.381	177.999	--undefined--	--undefined--
1926	9.650249	7	592.005	68.810	1250.659	76.028	2425.736	125.178	2923.065	199.961	3461.471	179.715	3903.810	2543.521	4209.951	132.771	--undefined--	--undefined--
1927	9.655249	7	591.579	75.068	1286.256	98.617	2403.112	125.751	2924.068	181.478	3461.335	182.961	4035.123	2458.443	4231.308	145.327	--undefined--	--undefined--
1928	9.660249	7	588.669	63.812	1313.500	107.501	2388.974	111.707	2933.973	167.238	3464.030	176.999	3601.860	2595.133	4241.118	119.638	--undefined--	--undefined--
1929	9.665249	7	583.074	69.905	1336.120	97.537	2361.466	120.209	2938.364	203.694	3236.582	2019.212	3459.005	195.468	4247.087	112.386	--undefined--	--undefined--
1930	9.670249	7	576.941	59.826	1351.730	86.058	2353.914	106.758	2946.164	186.686	3277.148	2220.191	3459.647	163.643	4254.786	101.492	--undefined--	--undefined--
1931	9.675249	7	565.722	71.724	1395.459	130.737	2342.840	106.107	2955.015	186.485	3457.956	156.794	3915.816	1506.139	4259.881	114.552	--undefined--	--undefined--
1932	9.680249	7	562.205	56.572	1417.788	99.292	2338.074	90.554	2959.832	167.600	3463.003	131.842	4012.007	1770.137	4264.770	110.384	--undefined--	--undefined--
1933	9.685249	7	551.569	59.237	1441.437	99.845	2331.544	100.508	2956.191	173.655	3459.379	162.018	3965.100	2359.583	4271.584	119.835	--undefined--	--undefined--
1934	9.690249	7	546.426	49.617	1460.066	109.006	2323.499	97.190	2967.618	176.350	3461.676	166.779	3818.282	2684.016	4254.185	111.768	--undefined--	--undefined--
1935	9.695249	7	537.417	48.805	1498.731	158.917	2316.621	107.515	2980.209	181.479	3107.521	2986.338	3467.081	159.987	4241.263	121.727	--undefined--	--undefined--
1936	9.700249	7	534.714	42.811	1530.626	137.259	2309.476	105.610	2989.999	187.436	3257.212	2578.681	3468.552	171.311	4243.371	112.927	--undefined--	--undefined--
1937	9.705249	7	527.712	40.513	1556.122	116.417	2301.493	109.149	2992.230	187.598	3399.278	2485.626	3463.408	184.850	4243.794	108.521	--undefined--	--undefined--
1938	9.710249	7	526.142	40.491	1587.906	124.463	2293.210	112.029	2989.312	202.540	3465.764	227.535	3537.226	2173.546	4240.772	111.910	--undefined--	--undefined--
1939	9.715249	7	520.851	38.223	1613.306	116.012	2288.731	103.596	3000.200	195.133	3308.351	2009.183	3478.482	216.917	4242.323	82.440	--undefined--	--undefined--
1940	9.720249	7	521.850	43.641	1639.350	95.984	2275.809	112.436	3008.722	218.902	3040.024	1736.570	3478.581	216.527	4255.909	91.643	--undefined--	--undefined--
1941	9.725249	7	514.846	43.238	1644.033	77.303	2270.313	96.885	2953.730	1636.550	3021.317	193.206	3486.079	193.112	4257.960	84.220	--undefined--	--undefined--
1942	9.730249	7	513.245	58.194	1658.238	92.141	2271.534	98.771	2889.122	1702.967	3028.738	191.011	3485.942	192.689	4261.001	101.044	--undefined--	--undefined--
1943	9.735249	7	503.761	57.074	1675.774	95.150	2273.407	100.500	2701.000	1525.713	3041.185	163.572	3489.008	149.973	4255.385	69.793	--undefined--	--undefined--
1944	9.740249	7	495.394	73.841	1707.620	116.365	2275.910	117.512	2651.298	1508.480	3038.425	170.132	3482.802	150.175	4265.394	63.026	--undefined--	--undefined--
1945	9.745249	7	490.846	61.185	1718.111	91.591	2282.042	106.468	2571.595	1376.758	3052.914	143.015	3486.964	125.172	4256.812	64.881	--undefined--	--undefined--
1946	9.750249	7	485.583	65.074	1730.936	89.102	2285.359	131.179	2530.493	1153.179	3068.009	138.155	3495.167	112.095	4261.465	84.406	--undefined--	--undefined--
1947	9.755249	7	475.480	58.663	1736.601	80.581	2291.660	128.750	2560.277	1096.220	3074.045	136.574	3510.188	117.629	4263.128	81.677	--undefined--	--undefined--
1948	9.760249	7	465.686	59.288	1747.057	84.070	2300.868	134.264	2560.268	1077.135	3076.711	133.870	3520.464	122.883	4260.839	72.911	--undefined--	--undefined--
1949	9.765249	7	458.251	58.621	1755.309	99.015	2314.976	144.004	2527.288	1089.995	3085.527	139.371	3525.880	126.988	4256.729	71.678	--undefined--	--undefined--
1950	9.770249	7	451.477	52.260	1764.031	107.181	2326.673	143.110	2496.346	1042.775	3093.652	128.076	3533.687	117.480	4261.415	72.526	--undefined--	--undefined--
1951	9.775249	7	443.761	50.624	1779.813	116.904	2352.035	161.528	2426.716	997.769	3105.276	128.998	3550.725	122.653	4253.061	70.394	--undefined--	--undefined--
1952	9.780249	7	440.004	41.586	1784.242	98.384	2359.871	138.970	2447.318	995.160	3112.535	119.407	3560.494	112.465	4260.005	63.378	--undefined--	--undefined--
1953	9.785249	7	432.560	42.276	1785.390	113.674	2381.357	143.791	2449.915	1013.249	3127.001	132.235	3570.428	116.800	4254.619	93.804	--undefined--	--undefined--
1954	9.790249	7	430.817	33.256	1785.602	91.792	2386.293	114.362	2482.829	1041.163	3130.765	126.044	3577.831	110.863	4244.677	128.767	--undefined--	--undefined--
1955	9.795249	7	423.461	35.109	1778.613	98.839	2396.281	113.565	2540.759	1075.029	3142.338	157.356	3599.771	143.338	4226.632	241.782	--undefined--	--undefined--
1956	9.800249	7	421.011	29.946	1764.649	72.851	2395.700	88.006	2615.897	1065.062	3149.454	154.482	3605.577	148.511	4193.875	290.415	--undefined--	--undefined--
1957	9.805249	7	412.470	43.393	1728.398	84.616	2387.573	88.384	2853.946	1000.685	3172.668	213.697	3656.610	219.378	4088.471	606.905	--undefined--	--undefined--
1958	9.810249	7	400.818	45.988	1709.767	70.575	2391.369	64.021	2962.350	1062.701	3173.859	203.827	3691.269	215.498	4026.786	843.927	--undefined--	--undefined--
1959	9.815249	7	361.237	112.986	1711.194	77.020	2403.224	38.209	3148.073	196.926	3374.139	720.217	3739.321	191.939	4872.148	719.373	--undefined--	--undefined--
1960	9.820249	8	230.504	48.329	692.555	1154.140	1777.490	180.194	2397.963	127.507	3124.261	222.228	3657.306	248.711	4677.941	864.468	4969.077	1696.311
1961	9.825249	8	217.119	45.066	638.687	1424.622	1807.881	273.716	2362.889	384.924	3092.582	430.346	3542.021	302.332	4217.724	458.934	5016.823	592.984
1962	9.830249	8	223.290	56.528	644.217	1225.527	1783.624	358.317	2384.304	401.713	3021.749	433.947	3515.562	219.943	4212.903	356.034	4986.563	460.042
1963	9.835249	8	210.179	59.094	695.339	803.259	1748.013	263.171	2355.768	224.312	2985.000	265.574	3544.809	152.879	4302.722	321.473	5005.127	448.479
1964	9.840249	8	219.843	61.911	717.397	1050.212	1681.512	339.182	2346.708	174.806	2959.669	318.627	3534.840	135.141	4329.785	284.951	5049.746	413.325
1965	9.845249	8	233.621	119.610	478.675	1648.233	1586.951	416.705	2380.340	137.797	2969.221	637.238	3512.899	213.903	4390.261	332.055	5037.307	540.336
1966	9.850249	8	254.648	102.498	838.858	2930.956	1547.043	574.608	2422.630	227.050	3166.093	359.960	3745.516	342.518	4244.971	649.862	4817.112	583.960
1967	9.855249	8	247.000	864.365	1049.627	983.246	1921.681	537.229	2629.767	522.716	3229.788	394.131	3826.621	360.523	4178.030	543.673	4862.006	535.099
1968	9.860249	7	904.994	256.860	1837.945	314.637	2539.574	540.971	3154.583	484.222	3714.869	703.140	4062.961	124.776	4841.349	484.624	--undefined--	--undefined--
1969	9.865249	7	898.424	226.803	1822.787	232.721	2557.423	461.565	3176.417	462.942	4071.318	77.239	4078.957	558.021	4858.538	446.385	--undefined--	--undefined--
1970	9.870249	7	867.003	282.441	1765.017	154.819	2592.418	312.836	3258.771	554.157	4060.183	83.843	4167.363	249.084	4775.495	369.001	--undefined--	--undefined--
1971	9.875249	7	617.450	494.905	1725.158	101.386	2611.038	121.729	3582.245	332.564	4089.904	67.420	4341.299	472.498	4811.275	653.293	--undefined--	--undefined--
1972	9.880249	7	563.459	234.780	1749.671	112.849	2585.189	60.281	3607.045	78.774	4123.039	159.835	4508.324	145.345	5328.997	700.212	--undefined--	--undefined--
1973	9.885249	7	578.696	215.628	1745.807	51.292	2610.459	49.579	3576.449	85.096	4183.378	646.461	4433.835	117.070	5144.401	634.858	--undefined--	--undefined--
1974	9.890249	8	533.804	387.117	731.300	6116.997	1702.971	39.557	2613.169	49.486	3568.553	115.964	4153.659	858.983	4381.573	160.107	4957.940	237.650
1975	9.895249	7	761.099	549.685	1674.723	34.671	2607.692	70.192	3595.186	215.944	3675.197	964.195	4279.542	168.866	4881.020	162.929	--undefined--	--undefined--
1976	9.900249	7	568.523	344.819	1678.932	58.946	2695.317	111.984	3606.930	118.332	4210.140	283.970	4554.330	2934.061	4766.079	316.757	--undefined--	--undefined--
1977	9.905249	7	534.082	258.737	1673.687	64.617	2703.842	58.203	3561.978	144.735	3857.385	2250.054	4176.875	201.165	4728.349	263.318	--undefined--	--undefined--
1978	9.910249	7	510.838	215.574	1670.788	38.069	2654.596	51.750	3534.064	130.657	3702.442	1768.206	4188.172	171.085	4801.229	371.558	--undefined--	--undefined--
1979	9.915249	7	467.133	342.093	1667.378	46.952	2640.342	52.013	3579.942	134.511	3811.053	1438.134	4239.128	161.373	4901.658	266.150	--undefined--	--undefined--
1980	9.920249	7	552.960	678.240	1654.648	56.643	2632.817	95.821	3642.748	178.506	3662.931	1756.386	4209.965	199.230	4882.012	355.822	--undefined--	--undefined--
1981	9.925249	7	692.388	634.135	1659.843	73.248	2617.214	182.075	3085.796	1985.802	3671.019	139.121	4129.930	164.923	4737.832	313.686	--undefined--	--undefined--
1982	9.930249	7	682.594	676.629	1697.668	153.896	2668.966	2401.914	2673.359	207.240	3613.754	156.627	4116.012	109.214	4712.423	310.455	--undefined--	--undefined--
1983	9.935249	7	713.839	991.439	1658.112	228.497	1863.890	3157.030	2708.924	132.939	3574.205	130.841	4131.356	83.204	4801.663	560.955	--undefined--	--undefined--
1984	9.940249	7	707.500	614.716	1650.368	102.839	1938.956	3924.507	2698.623	71.116	3585.975	135.279	4162.147	172.850	4703.825	626.441	--undefined--	--undefined--
1985	9.945249	7	758.003	428.566	1538.635	3896.817	1689.086	146.643	2664.028	112.752	3588.490	116.724	4078.412	507.419	4590.112	263.004	--undefined--	--undefined--
1986	9.950249	7	619.198	711.923	1711.140	225.311	1777.482	2056.669	2590.007	406.359	3630.143	98.457	4024.524	927.483	4571.977	296.593	--undefined--	--undefined--
1987	9.955249	7	463.510	646.140	1666.983	149.521	2042.608	1261.531	2629.472	597.126	3648.637	154.832	4208.971	744.284	4667.729	640.257	--undefined--	--undefined--
1988	9.960249	7	301.317	1112.338	1680.632	236.768	1748.874	1365.447	2599.221	440.288	3580.616	379.890	4206.748	516.412	4707.979	718.375	--undefined--	--undefined--
1989	9.965249	7	1006.044	2407.164	1775.770	367.776	2301.123	888.103	2766.614	1368.196	3632.600	378.541	4331.038	381.206	4991.692	605.054	--undefined--	--undefined--
1990	9.970249	7	1031.156	1151.802	1828.064	372.896	2259.317	635.794	3162.966	751.478	3717.868	473.451	4372.870	381.651	5086.608	653.410	--undefined--	--undefined--
1991	9.975249	7	809.158	1133.022	1313.262	503.077	2117.174	445.944	2893.096	665.177	3546.537	934.600	4126.900	331.116	4951.104	689.926	--undefined--	--undefined--
1992	9.980249	7	936.847	862.344	1333.403	362.351	2288.510	547.603	2912.591	899.430	3453.496	858.906	4146.987	258.561	4921.324	391.029	--undefined--	--undefined--
1993	9.985249	7	262.885	1472.220	1289.866	401.749	1982.248	990.643	2508.126	618.727	3396.744	417.192	4147.877	340.268	4841.845	451.653	--undefined--	--undefined--
1994	9.990249	7	408.192	322.109	1267.603	399.133	1884.599	548.223	2542.699	405.023	3423.046	289.493	4162.838	337.925	4881.795	433.607	--undefined--	--undefined--
1995	9.995249	7	420.726	318.570	1231.368	462.099	1836.794	687.823	2516.728	458.701	3406.205	495.991	4097.874	275.231	4817.353	572.073	--undefined--	--undefined--
1996	10.000249	7	549.593	900.359	778.734	2030.612	1507.873	622.163	2461.848	349.006	3165.545	745.870	4031.381	230.424	4625.563	461.820	--undefined--	--undefined--
1997	10.005249	8	505.817	2619.403	522.845	547.064	1531.625	499.727	2359.463	536.808	2827.693	675.667	3918.620	319.026	4636.741	474.806	4931.739	1474.023
1998	10.010249	8	419.534	293.969	1277.363	867.952	1919.058	604.765	2542.610	1207.210	2830.434	999.773	3707.940	686.593	4376.856	712.283	4851.204	361.562
1999	10.015249	8	428.269	199.379	1246.779	559.495	2009.165	336.844	2645.995	560.164	3343.034	624.427	4280.934	587.983	4392.419	3438.178	4759.348	393.639
2000	10.020249	7	389.387	295.314	1261.581	379.446	2054.320	353.393	2709.159	499.995	3419.810	472.752	4211.885	293.598	4860.522	395.860	--undefined--	--undefined--
2001	10.025249	7	242.228	1520.120	1272.085	499.201	1993.565	412.940	2759.860	549.772	3348.701	516.279	4139.179	305.330	4880.096	593.514	--undefined--	--undefined--
2002	10.030249	7	703.634	588.054	1420.527	609.926	2086.542	443.879	2993.235	408.850	3356.369	2373.262	3901.186	530.922	4632.711	421.241	--undefined--	--undefined--
2003	10.035249	8	523.916	507.866	1052.034	1091.095	1599.047	533.631	2219.822	548.563	3058.635	275.857	3812.066	329.392	4502.348	381.023	5369.025	996.002
2004	10.040249	8	344.961	639.184	1094.517	649.563	1649.059	410.551	2315.685	707.725	3057.821	359.057	3700.690	387.560	4338.100	339.473	5146.660	347.272
2005	10.045249	8	381.592	325.165	1143.574	669.311	1671.684	318.106	2379.374	663.977	3146.733	375.019	3618.210	701.936	4265.287	308.246	5088.764	320.223
2006	10.050249	8	425.887	245.529	1324.489	671.175	1808.182	447.626	2509.217	3130.423	2778.538	692.036	3367.562	382.404	4220.333	230.661	4955.421	390.594
2007	10.055249	7	554.327	612.902	1349.696	424.859	1938.134	327.602	2816.267	257.705	3418.055	205.585	4268.848	243.540	4912.061	420.892	--undefined--	--undefined--
2008	10.060249	7	749.923	577.057	1465.917	377.998	1938.098	430.354	2876.587	201.386	3488.834	293.632	4264.128	814.884	4644.787	490.534	--undefined--	--undefined--
2009	10.065249	7	420.732	439.094	1446.503	336.340	1924.430	552.120	2877.838	260.858	3629.477	301.475	4429.602	463.814	4914.574	664.322	--undefined--	--undefined--
