frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
2092	10.480249	12	367.450	320.826	532.662	85.894	1208.441	62.693	1601.207	960.216	2249.965	66.437	2421.501	1656.698	2803.475	728.999	2973.463	130.656	3397.860	77.022	4181.388	169.694	4280.552	422.730	4973.709	600.441
2093	10.485249	12	368.221	290.755	528.581	85.551	1232.578	54.735	1497.249	858.670	2233.905	67.945	2398.573	886.258	2968.516	131.017	3044.582	817.869	3407.309	83.326	4191.269	996.970	4231.548	85.238	4900.530	495.624
2094	10.490249	12	347.562	236.314	534.053	84.338	1261.863	101.069	1423.826	620.756	2222.194	115.979	2289.029	532.065	2966.219	147.460	3108.789	517.921	3415.628	84.575	4127.344	767.833	4245.855	104.029	4917.781	297.114
2095	10.495249	12	365.256	257.473	524.592	97.617	1311.445	111.519	1421.216	801.770	2198.002	102.179	2330.520	585.921	2980.219	139.896	3108.357	567.263	3420.586	78.273	4218.609	90.132	4287.811	945.103	4983.748	539.368
2096	10.500249	11	365.002	221.017	531.978	117.570	1349.738	100.385	1537.765	808.749	2174.148	98.981	2434.062	633.143	2987.808	145.174	3185.310	721.959	3424.860	113.658	4193.088	100.600	4465.554	783.021	--undefined--	--undefined--
2097	10.505249	11	379.877	240.566	512.915	120.421	1386.315	83.310	1495.307	828.410	2173.205	71.134	2441.529	685.728	2997.109	128.432	3163.196	669.423	3434.334	95.946	4188.405	77.171	4525.840	547.047	--undefined--	--undefined--
2098	10.510249	11	400.172	215.615	511.292	185.110	1440.620	85.288	1533.464	929.097	2166.052	70.711	2524.048	722.972	3005.439	127.572	3267.541	722.395	3442.163	120.106	4206.219	90.280	4582.503	450.899	--undefined--	--undefined--
2099	10.515249	11	420.214	252.533	477.332	159.965	1463.123	90.523	1559.978	919.356	2169.657	70.934	2558.527	823.883	3018.279	137.202	3186.080	821.121	3452.220	108.961	4179.244	96.769	4527.876	521.702	--undefined--	--undefined--
2100	10.520249	11	417.296	198.678	475.561	209.773	1451.967	814.735	1517.506	140.694	2168.259	83.497	2540.540	813.008	3028.051	150.679	3107.952	802.036	3464.888	110.942	4183.576	97.154	4445.855	692.329	--undefined--	--undefined--
2101	10.525249	11	438.809	107.282	474.129	397.440	1534.283	118.233	1690.231	972.725	2173.131	85.316	2582.554	740.253	3035.008	133.109	3209.975	740.440	3477.450	98.522	4190.956	93.543	4593.176	462.236	--undefined--	--undefined--
2102	10.530249	11	429.323	91.014	512.150	438.993	1565.355	127.744	1744.220	822.263	2177.979	86.532	2585.980	665.510	3038.203	130.130	3232.260	635.090	3485.683	90.585	4196.044	154.808	4659.445	414.581	--undefined--	--undefined--
2103	10.535249	11	431.889	76.162	497.121	517.546	1615.281	143.850	1702.635	778.883	2187.227	92.135	2609.285	675.636	3048.933	129.323	3252.258	697.198	3490.574	95.762	4183.969	126.146	4653.100	407.942	--undefined--	--undefined--
2104	10.540249	11	429.211	66.594	499.258	511.497	1654.719	127.949	1657.320	772.898	2192.897	92.107	2586.088	632.236	3050.509	114.419	3262.218	622.152	3494.893	86.512	4194.341	89.110	4614.606	532.469	--undefined--	--undefined--
2105	10.545249	11	429.096	60.705	470.205	593.565	1667.213	122.593	1902.963	1204.793	2212.257	135.829	2417.059	1399.132	3065.923	131.965	3071.618	731.842	3490.577	79.421	4227.134	80.395	4557.073	1173.427	--undefined--	--undefined--
2106	10.550249	11	429.083	54.188	451.944	549.557	1696.321	114.435	1761.150	1043.244	2227.125	118.583	2521.333	1106.306	3062.361	118.832	3154.482	769.385	3487.040	83.436	4225.271	82.666	4663.284	1235.696	--undefined--	--undefined--
2107	10.555249	10	425.578	50.965	453.165	656.747	1732.157	109.242	1801.803	1144.625	2253.346	114.929	2630.436	1028.054	3064.141	127.379	3439.185	1064.408	3480.075	128.497	4229.079	81.893	--undefined--	--undefined--	--undefined--	--undefined--
2108	10.560249	10	426.504	44.812	431.420	588.321	1725.723	1143.325	1742.767	93.003	2252.864	95.517	2584.826	925.280	3067.840	120.985	3424.424	802.081	3486.718	135.971	4230.709	62.526	--undefined--	--undefined--	--undefined--	--undefined--
2109	10.565249	11	424.369	44.474	450.666	694.607	1733.943	1095.647	1754.917	110.486	2263.945	108.470	2560.925	838.465	3067.032	141.365	3432.124	604.398	3494.813	174.796	4238.300	89.097	4625.683	1984.599	--undefined--	--undefined--
2110	10.570249	11	425.260	37.193	490.646	634.262	1686.077	694.991	1775.393	113.142	2268.117	92.969	2556.619	625.210	3065.764	130.382	3341.881	390.896	3520.585	143.699	4238.052	99.591	4576.849	651.622	--undefined--	--undefined--
2111	10.575249	11	424.352	42.130	463.513	570.561	1689.672	600.053	1794.786	125.733	2287.946	108.950	2545.905	615.380	3065.498	146.202	3315.905	368.679	3524.601	139.296	4237.996	97.562	4657.324	584.958	--undefined--	--undefined--
2112	10.580249	11	388.462	489.737	426.079	39.554	1606.919	764.272	1807.543	78.860	2302.222	126.188	2494.411	530.611	3073.296	167.413	3254.557	324.038	3543.010	111.228	4228.305	89.963	4666.429	519.418	--undefined--	--undefined--
2113	10.585249	11	374.110	412.440	424.975	46.526	1524.587	879.287	1817.740	71.510	2328.460	141.111	2450.205	551.218	3078.680	212.227	3209.172	302.745	3555.024	111.487	4231.883	115.547	4601.040	542.556	--undefined--	--undefined--
2114	10.590249	11	356.036	453.852	423.860	40.810	1467.959	1079.309	1815.424	61.493	2353.969	109.545	2389.247	816.895	3108.136	462.726	3129.948	192.985	3555.397	127.091	4228.421	147.621	4517.234	625.329	--undefined--	--undefined--
2115	10.595249	11	363.943	379.922	420.930	48.646	1448.442	1174.233	1809.113	58.781	2243.895	908.132	2371.149	96.864	3026.643	532.923	3139.848	158.816	3557.270	134.694	4222.933	1119.636	4250.696	116.094	--undefined--	--undefined--
2116	10.600249	12	333.452	355.396	423.626	47.583	1507.941	1157.626	1805.830	53.860	2370.808	104.799	2379.582	1472.392	2780.008	823.919	3129.274	140.034	3550.831	248.927	3623.925	601.945	4253.790	127.499	5428.794	743.520
2117	10.605249	12	331.108	240.948	424.010	58.239	1381.044	922.434	1794.104	48.133	2236.959	666.558	2394.675	105.256	2910.980	528.051	3144.275	123.450	3521.994	209.685	3736.702	355.281	4269.479	224.765	5205.005	548.504
2118	10.610249	12	302.874	211.438	428.475	62.671	1340.529	715.704	1783.012	41.484	2325.701	515.374	2408.369	123.819	2996.488	461.687	3164.220	160.448	3540.613	309.433	3746.246	257.748	4325.308	199.958	5358.975	794.175
2119	10.615249	12	334.401	192.454	423.308	121.914	1424.552	968.865	1758.584	50.583	2389.329	689.027	2398.603	99.315	3069.357	639.327	3160.240	158.902	3525.449	580.067	3706.451	202.236	4346.052	271.107	5229.608	806.157
2120	10.620249	11	378.238	65.611	644.684	472.299	1740.526	33.663	1932.910	1165.213	2395.565	51.972	2622.109	783.769	3142.505	131.192	3332.389	288.135	3683.926	150.677	4290.994	375.919	4862.185	440.272	--undefined--	--undefined--
2121	10.625249	12	240.602	118.281	478.146	266.749	956.711	610.202	1733.336	31.734	2253.634	644.790	2406.838	40.813	3110.078	179.451	3316.009	217.540	3595.908	228.833	4288.047	350.599	4865.064	414.179	5117.879	1069.415
2122	10.630249	12	204.862	24.838	492.936	239.037	1133.921	440.833	1771.496	125.040	2244.128	808.890	2393.640	138.974	3048.231	148.463	3486.342	192.141	3732.614	572.377	4461.624	336.120	5009.390	492.873	5216.483	1886.419
2123	10.635249	11	206.685	30.150	508.868	247.227	1249.742	537.766	1798.090	166.830	2324.764	271.291	2463.392	488.946	3105.035	89.517	3565.570	224.590	3832.324	430.004	4498.111	301.231	4922.009	209.924	--undefined--	--undefined--
2124	10.640249	11	205.981	46.414	431.749	125.946	1139.749	281.968	1816.536	125.019	2170.267	731.068	2403.047	101.879	3129.694	93.321	3548.952	398.843	3764.886	388.681	4468.359	444.785	4904.997	208.507	--undefined--	--undefined--
2125	10.645249	11	196.098	41.917	432.690	95.220	1139.107	201.100	1810.525	46.018	2199.422	1011.942	2364.029	73.303	3080.723	142.850	3415.797	273.863	3820.514	288.984	4455.887	342.977	4869.620	320.454	--undefined--	--undefined--
2126	10.650249	12	215.162	52.562	407.678	226.126	1216.374	270.690	1818.877	76.108	2099.661	905.531	2378.537	110.990	3066.624	135.547	3505.651	272.403	3825.442	631.833	4257.671	454.138	4713.895	311.831	5408.571	582.833
2127	10.655249	12	241.423	102.083	373.735	611.116	1203.971	355.860	1790.170	229.367	2225.499	431.068	2631.521	280.092	3129.378	240.524	3487.378	454.560	3748.090	210.124	4248.046	170.548	4768.770	188.739	5434.395	831.477
2128	10.660249	12	268.750	133.963	776.257	528.952	1226.902	504.784	1735.978	238.147	2181.681	294.494	2670.414	180.813	3101.635	181.897	3495.452	209.300	3842.313	194.951	4246.540	199.310	4723.849	242.560	5175.118	483.367
2129	10.665249	12	399.689	138.205	903.513	410.709	1237.462	824.175	1716.162	184.584	2169.528	326.168	2640.942	192.684	3060.264	199.282	3487.733	168.659	3952.155	199.970	4217.497	141.353	4640.185	242.742	5171.233	204.746
2130	10.670249	11	433.499	128.422	968.887	281.598	1681.349	118.750	2084.632	423.207	2578.590	205.637	3005.650	285.788	3485.616	196.507	4105.280	132.177	4243.750	145.389	4659.451	395.306	5154.529	273.142	--undefined--	--undefined--
2131	10.675249	11	430.919	148.697	973.922	309.589	1661.533	58.696	2042.059	428.081	2559.761	133.973	3038.449	352.528	3470.258	152.091	4100.650	78.775	4244.799	91.654	4704.123	852.964	4833.844	308.671	--undefined--	--undefined--
2132	10.680249	11	409.388	191.547	1017.077	470.135	1655.199	55.061	2039.934	913.186	2515.722	80.540	3193.725	263.813	3548.645	184.438	4011.508	99.085	4210.576	88.989	4671.779	653.311	4835.545	239.554	--undefined--	--undefined--
2133	10.685249	11	442.099	80.521	1051.542	237.030	1677.158	85.181	2208.347	805.515	2514.265	42.664	3189.115	362.678	3541.603	159.684	3929.677	49.146	4185.729	135.745	4573.611	367.742	4923.654	144.720	--undefined--	--undefined--
2134	10.690249	11	452.888	93.392	1084.349	267.862	1682.343	116.462	2328.328	851.192	2540.944	31.126	3046.594	1119.820	3495.400	120.227	3917.581	33.852	4209.224	207.762	4568.871	364.623	4915.104	190.020	--undefined--	--undefined--
2135	10.695249	12	455.157	282.437	735.500	1382.061	1131.140	626.228	1683.408	81.435	2541.015	32.677	2580.694	519.463	3518.150	65.191	3935.372	115.191	3937.197	987.984	4381.864	576.401	4634.325	369.505	5075.186	225.649
2136	10.700249	11	592.075	404.903	1188.676	482.421	1679.193	57.523	2456.547	679.532	2543.835	25.688	3368.588	92.507	3590.084	71.116	4054.364	66.103	4515.223	159.118	4932.848	325.977	5210.589	621.764	--undefined--	--undefined--
2137	10.705249	11	433.642	324.004	572.617	1677.262	939.847	824.802	1674.107	75.659	2282.652	850.126	2576.791	34.703	3333.311	62.328	3568.387	80.373	4096.393	125.419	4448.757	199.771	4944.260	173.464	--undefined--	--undefined--
2138	10.710249	11	407.172	182.045	834.443	472.284	1620.006	33.624	2054.397	905.864	2590.061	42.664	3276.347	1243.288	3315.435	195.612	3580.325	155.870	4154.645	220.576	4416.634	285.610	4960.969	143.949	--undefined--	--undefined--
2139	10.715249	12	431.794	160.359	781.492	619.277	1496.292	2148.646	1614.274	17.641	2228.456	1113.755	2604.129	61.057	3251.524	381.438	3532.738	127.397	3928.722	418.880	4238.914	231.236	4774.815	425.803	5143.516	359.837
2140	10.720249	12	458.607	1568.955	467.862	118.737	1195.797	793.200	1609.125	13.441	2311.624	473.260	2611.107	46.070	3280.733	702.993	3513.622	43.896	3913.756	206.286	4265.251	257.637	4763.693	286.542	5155.840	255.862
2141	10.725249	12	406.091	2613.676	424.137	161.223	992.593	395.776	1606.169	12.808	2219.137	297.362	2609.668	30.427	3272.040	435.989	3505.606	80.704	3925.149	239.364	4247.253	390.677	4741.095	164.240	5189.504	290.280
2142	10.730249	11	409.219	238.559	954.330	229.985	1601.338	26.476	2137.925	304.997	2610.426	45.874	3287.079	445.234	3458.952	135.047	3851.402	230.796	4261.801	251.498	4689.443	144.235	5237.905	392.779	--undefined--	--undefined--
2143	10.735249	11	421.423	147.219	941.504	222.771	1589.192	45.741	1914.553	356.176	2612.861	70.243	2877.699	632.053	3441.496	46.787	3772.543	227.098	4174.967	311.349	4589.227	329.627	4877.518	510.133	--undefined--	--undefined--
2144	10.740249	11	372.430	235.252	835.522	276.258	1591.288	46.046	1873.733	335.495	2607.985	44.941	2839.904	598.710	3457.429	26.722	3952.618	173.482	4129.472	1521.378	4490.080	248.508	4888.680	308.201	--undefined--	--undefined--
2145	10.745249	12	302.736	269.531	706.692	250.768	1378.332	824.187	1592.163	58.255	2154.867	484.674	2616.105	36.767	2992.640	637.345	3457.276	20.399	3960.446	135.845	4405.254	149.030	4735.665	300.582	5142.390	393.265
2146	10.750249	12	288.474	366.124	616.502	212.505	1281.747	473.771	1597.880	103.322	2098.842	228.399	2636.862	34.844	3209.837	529.615	3477.725	71.499	3960.242	223.593	4408.935	225.270	4672.118	574.451	5098.703	384.131
2147	10.755249	12	315.703	357.858	659.017	261.658	1320.991	443.114	1568.133	304.781	2039.078	166.302	2658.996	69.682	3194.149	400.807	3549.125	57.024	4004.844	153.870	4475.529	274.593	4622.370	1656.793	5018.800	182.504
2148	10.760249	12	350.436	217.400	856.090	385.217	1195.968	2586.876	1433.102	248.184	2004.298	247.039	2683.778	271.933	2828.915	601.056	3555.315	63.631	3947.932	430.634	4192.104	735.798	4547.526	451.956	5027.927	151.000
2149	10.765249	12	285.488	248.154	886.559	361.095	1372.164	1718.200	1412.921	513.853	1927.603	264.149	2560.491	328.197	2870.953	271.915	3530.919	85.037	3903.022	152.235	4414.191	531.171	4682.816	546.261	4979.614	288.702
2150	10.770249	11	470.862	484.552	855.016	226.111	1470.015	246.218	1923.002	294.283	2375.314	228.875	2899.964	156.198	3473.991	147.785	3914.994	66.300	4097.531	2258.745	4550.371	229.722	4929.835	250.182	--undefined--	--undefined--
2151	10.775249	11	529.364	236.908	952.528	512.778	1536.395	252.192	1538.368	904.810	2295.279	150.518	2921.904	171.332	3472.096	424.970	3514.601	1177.636	3940.667	89.404	4490.599	211.147	4958.489	151.403	--undefined--	--undefined--
2152	10.780249	11	458.797	1036.925	479.600	350.183	1297.329	347.365	1546.174	468.960	2270.981	336.353	2803.951	479.193	3079.665	676.119	3656.001	430.279	3976.019	120.744	4493.151	313.713	4980.611	166.449	--undefined--	--undefined--
2153	10.785249	11	305.781	281.222	767.885	420.622	1317.719	261.315	1613.975	634.242	2228.394	461.880	2564.860	1073.862	2812.705	251.715	3474.517	175.219	3983.258	83.725	4458.062	234.537	5035.222	201.421	--undefined--	--undefined--
2154	10.790249	12	315.404	258.179	742.208	238.802	1269.942	212.503	1571.754	267.154	2112.204	286.696	2517.178	370.233	2906.104	100.320	3485.402	91.597	3980.937	91.414	4476.307	154.512	4875.368	817.998	5110.216	220.491
2155	10.795249	12	411.632	273.091	766.342	687.800	1212.477	619.343	1450.400	313.613	1967.761	263.704	2387.678	205.594	2935.223	76.421	3508.314	139.177	3959.299	85.050	4451.902	188.919	4813.551	471.630	5139.806	433.274
2156	10.800249	12	428.384	179.726	633.237	565.295	1305.422	242.564	1488.023	778.074	1954.495	375.424	2382.387	271.987	2920.598	111.243	3507.030	117.789	3959.887	146.640	4375.250	244.114	4815.508	336.601	5280.269	576.546
2157	10.805249	11	452.185	258.155	780.975	666.505	1329.946	231.449	1849.600	538.095	2290.346	418.876	2890.139	342.975	3430.938	1895.918	3477.442	229.255	4152.726	181.653	4719.524	602.421	5123.260	460.224	--undefined--	--undefined--
2158	10.810249	11	544.452	209.800	973.745	308.651	1330.395	414.362	1838.425	305.900	2210.149	327.481	2661.789	242.202	3203.136	132.265	3655.899	278.561	4144.826	124.421	4563.488	363.548	5000.655	199.236	--undefined--	--undefined--
2159	10.815249	11	557.041	182.995	1031.901	277.220	1346.398	610.456	1811.112	188.259	2254.816	213.067	2722.503	232.645	3185.116	173.085	3749.489	231.574	4066.361	217.078	4528.877	280.844	4965.025	170.801	--undefined--	--undefined--
2160	10.820249	11	490.454	268.215	1067.765	349.397	1344.023	571.308	1809.304	171.309	2322.497	151.795	2817.444	289.542	3429.021	318.687	3801.066	780.904	4042.656	181.124	4667.774	340.860	5187.505	278.843	--undefined--	--undefined--
2161	10.825249	11	462.613	393.791	942.757	293.725	1455.188	301.686	1876.310	395.020	2313.482	234.007	2728.949	646.993	3282.625	393.532	3680.010	419.179	4058.805	218.302	4597.801	306.200	5155.135	186.997	--undefined--	--undefined--
2162	10.830249	11	682.739	393.049	935.570	410.489	1500.142	163.779	2022.832	174.999	2447.951	252.267	3087.811	323.777	3665.889	455.395	3868.485	1079.579	4133.480	733.910	4558.179	428.864	5106.829	193.871	--undefined--	--undefined--
2163	10.835249	11	499.979	402.458	924.636	423.961	1458.020	206.015	1942.973	163.043	2444.664	362.293	3003.962	491.746	3047.361	1117.379	3668.194	295.089	4164.255	390.744	4526.940	368.797	5047.223	352.243	--undefined--	--undefined--
2164	10.840249	11	502.784	234.169	969.265	484.275	1465.482	244.521	1915.298	135.762	2438.085	244.779	2903.103	257.014	3543.700	599.775	3746.105	255.352	4315.336	412.836	4647.687	451.722	5189.426	258.866	--undefined--	--undefined--
2165	10.845249	11	462.361	283.170	943.772	239.022	1450.658	207.118	1919.893	163.583	2443.062	200.935	2870.280	599.114	3305.275	373.962	3713.260	307.792	4156.748	310.568	4599.227	316.646	5165.390	226.149	--undefined--	--undefined--
2166	10.850249	11	254.417	428.457	939.723	139.089	1413.195	226.322	1942.397	189.065	2419.793	196.888	2890.531	858.570	3295.012	541.376	3488.013	306.307	4133.283	177.055	4563.204	197.968	5068.752	392.636	--undefined--	--undefined--
2167	10.855249	11	360.799	582.149	965.105	199.924	1471.499	402.661	2013.639	324.617	2376.227	239.045	2914.577	349.938	3377.966	243.254	3969.275	759.442	4153.743	253.768	4653.042	131.455	5298.593	518.359	--undefined--	--undefined--
2168	10.860249	11	457.995	259.741	1038.569	877.294	1235.730	360.986	1725.148	534.589	2259.666	162.779	2834.390	203.286	3256.443	211.772	3951.285	377.442	4155.557	377.061	4694.756	187.984	5204.131	343.818	--undefined--	--undefined--
2169	10.865249	10	536.907	309.881	1220.282	201.048	1673.590	353.628	2248.011	219.363	2789.976	206.716	3284.343	127.453	3998.310	252.970	4348.391	909.390	4584.017	496.009	5187.426	353.602	--undefined--	--undefined--	--undefined--	--undefined--
2170	10.870249	11	542.537	352.514	1069.370	532.619	1352.681	524.434	1785.515	499.337	2322.726	562.976	2633.673	481.359	3228.905	188.523	3842.106	647.581	4023.525	354.548	4536.819	200.854	5208.690	178.802	--undefined--	--undefined--
2171	10.875249	11	526.571	269.435	1012.031	342.259	1446.636	285.156	1811.128	355.789	2348.222	317.438	2817.887	642.143	3051.941	280.842	3694.207	167.266	4131.039	250.341	4557.163	174.134	5168.242	102.152	--undefined--	--undefined--
2172	10.880249	11	483.049	114.831	993.481	177.934	1488.452	140.347	1881.933	191.227	2404.462	165.281	2856.808	275.113	3113.435	357.556	3711.148	240.500	4091.110	212.729	4556.250	188.443	5108.533	138.771	--undefined--	--undefined--
2173	10.885249	11	465.372	97.891	959.657	165.560	1440.626	141.220	1908.892	151.841	2459.865	173.037	2921.540	191.747	3250.765	510.550	3740.591	567.600	4042.094	256.064	4611.295	348.840	5016.168	539.848	--undefined--	--undefined--
2174	10.890249	11	438.920	158.625	940.672	207.985	1380.489	227.067	1935.631	163.677	2483.856	232.305	2986.968	193.360	3391.438	515.782	3872.221	338.137	4232.369	418.374	4701.439	307.269	5371.678	587.689	--undefined--	--undefined--
2175	10.895249	12	326.281	320.488	924.168	279.622	1142.971	855.771	1508.890	424.019	1998.918	232.192	2558.833	336.305	3023.046	457.834	3291.077	397.788	3861.648	264.504	4301.359	313.779	4711.624	305.359	5300.248	420.673
2176	10.900249	12	280.315	286.845	853.703	481.613	1112.027	275.840	1674.869	228.035	2117.522	309.705	2635.069	408.496	2915.869	458.316	3360.324	354.725	3800.071	473.912	4301.563	247.318	4709.709	208.890	5234.821	306.477
2177	10.905249	11	446.869	357.531	1073.277	346.013	1431.965	342.538	1921.549	223.980	2468.553	321.911	2926.146	351.204	3380.315	503.136	3845.733	426.005	4312.471	2298.836	4408.004	425.027	4971.673	297.218	--undefined--	--undefined--
2178	10.910249	11	489.686	132.765	1253.578	399.432	1385.852	233.149	1945.714	139.497	2537.164	234.632	3021.068	241.799	3472.511	407.904	3859.902	364.385	4252.590	385.600	4898.392	225.443	5243.317	723.431	--undefined--	--undefined--
2179	10.915249	11	488.240	85.634	1263.867	191.667	1461.911	304.978	1983.050	251.826	2547.712	439.625	2938.964	161.048	3423.806	284.669	3763.031	214.663	4201.521	155.774	4807.619	108.182	5167.563	209.594	--undefined--	--undefined--
2180	10.920249	11	485.212	178.987	1253.974	359.051	1455.064	293.388	2022.463	476.191	2440.199	567.268	2908.554	177.992	3346.686	309.805	3768.510	178.086	4208.441	190.487	4794.318	113.714	5182.488	186.894	--undefined--	--undefined--
2181	10.925249	12	391.696	215.397	850.628	367.096	1163.621	3404.946	1403.405	272.830	1813.055	383.569	2378.131	347.754	2864.965	149.562	3196.199	201.485	3800.278	260.094	4237.572	196.518	4776.838	167.096	5258.974	297.647
2182	10.930249	12	304.664	275.137	862.113	376.203	1284.077	512.430	1665.361	326.804	2077.520	718.934	2738.409	791.513	2885.095	143.956	3173.315	284.092	3741.434	500.047	4243.211	105.057	4876.573	195.475	5251.677	334.585
2183	10.935249	11	623.275	416.215	1215.530	222.302	1681.006	227.933	2041.311	528.486	2789.307	599.749	2899.737	144.245	3216.459	381.535	3706.956	413.355	4249.617	144.475	4877.821	180.230	5220.122	242.182	--undefined--	--undefined--
2184	10.940249	11	556.455	272.023	1233.609	166.146	1754.116	222.211	2122.734	1287.406	2414.219	482.760	2907.678	135.143	3331.710	380.874	3854.358	261.139	4337.403	497.313	4860.202	278.027	5174.462	446.642	--undefined--	--undefined--
2185	10.945249	10	457.229	326.805	1166.458	305.243	1489.650	883.664	1860.692	293.066	2418.461	574.265	2784.110	288.002	3316.557	174.337	3881.587	162.278	4495.144	477.079	4960.294	226.748	--undefined--	--undefined--	--undefined--	--undefined--
2186	10.950249	11	420.658	303.712	1085.556	228.739	1464.185	334.759	1975.938	162.140	2411.119	768.644	2691.468	225.897	3321.616	89.165	3858.394	177.074	4386.704	513.888	4911.863	973.264	4961.358	268.543	--undefined--	--undefined--
2187	10.955249	11	538.394	280.682	1062.914	381.300	1446.678	224.866	2005.599	141.578	2437.914	969.429	2684.819	293.719	3341.824	147.152	3898.902	1252.935	3960.785	327.317	4492.926	502.540	4891.949	189.225	--undefined--	--undefined--
2188	10.960249	10	601.932	244.434	1244.442	528.594	1553.418	225.623	2076.219	198.589	2628.135	273.976	3019.210	630.560	3436.098	195.318	3937.511	305.784	4368.312	261.715	4853.164	151.253	--undefined--	--undefined--	--undefined--	--undefined--
2189	10.965249	11	512.955	184.393	1176.804	229.551	1596.543	121.249	2117.026	183.644	2559.193	239.383	3012.037	430.649	3414.187	167.669	3857.361	312.742	4333.658	135.265	4784.696	275.345	5249.811	447.560	--undefined--	--undefined--
2190	10.970249	11	553.177	292.604	1178.611	336.216	1589.018	255.854	2176.923	310.299	2543.422	450.255	2914.745	473.063	3432.956	379.506	3800.612	369.391	4287.118	142.213	4786.758	204.034	5168.799	506.893	--undefined--	--undefined--
2191	10.975249	12	321.763	330.438	731.885	645.617	925.490	2132.423	1392.031	185.377	2008.675	557.372	2334.570	245.463	2885.779	198.587	3535.798	293.491	3938.463	243.236	4293.281	200.995	4836.469	200.291	5399.541	784.110
2192	10.980249	12	357.556	176.618	781.018	907.851	1331.003	1213.982	1414.970	251.397	2094.015	1284.697	2285.480	234.182	2898.801	295.850	3515.117	311.782	3945.302	167.319	4334.233	169.435	4843.424	578.339	5290.118	612.903
2193	10.985249	11	443.921	352.537	1087.312	351.017	1487.039	343.580	2165.947	637.944	2226.942	688.629	2898.272	475.345	3346.112	320.622	3908.989	179.811	4359.025	286.567	4587.440	599.076	5253.546	304.791	--undefined--	--undefined--
2194	10.990249	11	672.605	359.934	1090.284	526.824	1428.667	325.836	1956.914	281.104	2484.242	410.805	2927.770	610.992	3297.501	213.248	3930.167	159.248	4386.724	1014.017	4641.263	216.225	5177.207	323.679	--undefined--	--undefined--
2195	10.995249	12	269.313	300.125	797.665	227.304	1322.370	227.259	1682.911	965.558	1913.889	302.548	2543.905	304.633	3096.349	576.508	3325.166	320.773	3978.174	198.892	4530.633	1273.203	4645.550	275.613	5045.088	377.576
2196	11.000249	12	284.455	153.964	902.646	309.541	1312.700	1481.256	1331.692	287.987	1907.095	178.611	2532.276	247.056	3072.062	400.342	3390.947	149.528	3960.173	208.123	4544.165	828.451	4642.802	328.276	5072.331	314.424
2197	11.005249	11	339.055	315.741	1037.951	203.316	1430.650	257.635	1951.238	243.960	2555.328	202.020	3015.610	318.428	3421.791	122.482	3952.881	125.461	4517.678	361.235	4679.918	1096.577	5091.114	274.314	--undefined--	--undefined--
2198	11.010249	12	221.413	412.568	767.701	647.229	1062.900	156.880	1500.777	230.408	2160.292	271.957	2609.359	199.250	3054.502	183.922	3497.992	107.587	3957.320	73.328	4446.427	276.458	4959.688	485.419	5157.142	1020.315
2199	11.015249	12	235.460	279.113	858.296	276.923	1132.064	135.809	1585.296	405.288	2164.276	370.139	2628.737	233.013	3036.062	301.102	3504.876	109.443	3918.085	59.918	4245.260	582.687	4663.873	222.092	5237.324	353.372
2200	11.020249	12	219.768	264.412	817.234	75.374	1183.698	111.293	1691.138	207.867	2213.114	392.530	2697.870	174.898	3063.150	821.846	3450.581	107.713	3887.888	58.394	4215.983	352.522	4650.094	176.172	5218.087	225.070
2201	11.025249	12	275.107	233.984	833.837	80.578	1158.194	219.353	1695.400	174.637	2215.036	320.092	2710.698	211.103	3177.479	821.326	3415.545	148.395	3899.762	105.724	4260.058	361.413	4668.602	241.513	5211.881	270.015
2202	11.030249	12	369.490	197.891	893.191	193.715	1093.750	479.572	1670.141	446.210	2117.058	383.199	2713.477	248.664	3153.741	427.549	3478.165	269.085	3955.243	152.978	4220.090	731.624	4668.593	274.030	5254.439	324.436
2203	11.035249	11	410.841	259.267	912.986	110.847	1311.155	239.121	2010.200	197.558	2658.757	192.862	3124.051	304.196	3551.066	215.101	3905.169	107.585	4155.060	2928.645	4584.624	209.207	5257.540	366.729	--undefined--	--undefined--
2204	11.040249	11	363.285	213.591	932.015	61.118	1258.023	258.751	1902.927	380.669	2045.583	2289.714	2634.606	145.749	3125.031	356.747	3530.027	234.590	3873.943	51.223	4562.641	385.812	5120.680	726.282	--undefined--	--undefined--
2205	11.045249	12	336.015	323.222	908.141	56.019	1154.432	221.567	1639.791	355.921	2288.646	472.648	2658.167	132.138	3189.790	472.112	3506.716	275.079	3863.205	72.191	4401.942	590.842	4814.453	283.644	5290.400	643.946
2206	11.050249	12	316.850	509.766	878.296	77.505	1126.195	117.764	1619.703	349.457	2353.989	390.548	2683.843	129.492	3391.591	284.232	3580.207	490.835	3869.847	177.131	4610.088	280.182	5020.321	789.539	5265.931	1270.372
2207	11.055249	11	368.594	686.810	831.505	166.756	1112.613	88.134	1613.244	568.179	2332.995	501.600	2701.278	93.287	3333.755	474.385	3547.340	232.154	3925.729	113.710	4526.065	150.353	4968.832	330.455	--undefined--	--undefined--
