frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
102	0.530249	11	259.535	18.922	463.461	220.154	1201.079	783.047	1925.428	737.297	2208.770	117.714	2731.555	251.971	2965.791	270.783	3235.309	95.432	3668.690	52.892	4191.777	385.585	4955.509	324.154	--undefined--	--undefined--
103	0.535249	11	258.428	18.333	470.597	216.290	1191.828	1017.082	1763.575	724.532	2219.768	82.628	2686.972	374.161	2923.811	207.382	3232.335	87.806	3661.747	54.104	4182.425	382.928	4915.020	625.545	--undefined--	--undefined--
104	0.540249	11	258.480	17.844	467.117	215.042	1242.446	972.164	1732.492	730.810	2232.564	95.732	2710.815	492.289	2915.701	228.837	3233.559	101.563	3661.307	63.442	4178.025	360.388	5044.981	684.716	--undefined--	--undefined--
105	0.545249	11	257.741	18.010	470.258	219.286	1362.204	661.592	2007.394	953.109	2224.231	128.398	2858.720	288.904	2914.285	703.305	3225.840	141.035	3672.401	123.240	4117.765	268.081	4977.633	353.447	--undefined--	--undefined--
106	0.550249	11	257.964	17.208	501.684	213.763	1434.316	423.677	2204.024	106.372	2299.288	738.819	2818.944	250.900	3166.592	658.183	3223.172	205.876	3694.902	166.791	4129.940	211.073	4922.488	218.680	--undefined--	--undefined--
107	0.555249	11	257.493	16.682	496.498	214.563	1430.623	557.042	2200.081	90.727	2482.235	730.242	2859.432	275.866	2971.567	1754.973	3234.045	149.175	3675.033	203.479	4116.058	267.537	4907.532	292.065	--undefined--	--undefined--
108	0.560249	11	255.597	17.023	474.752	211.545	1156.848	812.967	1801.502	841.270	2205.920	78.999	2650.745	424.959	2913.775	335.956	3230.969	140.094	3643.852	191.481	4113.741	221.923	4874.534	332.943	--undefined--	--undefined--
109	0.565249	11	255.802	16.671	475.239	208.085	1125.045	858.797	1720.101	595.568	2201.646	62.892	2645.115	274.386	2940.635	351.966	3229.475	154.559	3654.876	147.465	4126.029	154.635	4899.427	321.111	--undefined--	--undefined--
110	0.570249	11	256.965	17.286	477.256	217.961	1123.730	1101.142	1660.072	585.074	2196.013	60.858	2606.300	262.962	2896.452	291.057	3228.343	154.271	3653.250	96.746	4119.689	132.501	4978.083	432.041	--undefined--	--undefined--
111	0.575249	11	255.896	17.578	469.894	210.288	1072.889	879.362	1697.793	489.017	2203.366	67.573	2586.653	242.057	2888.962	250.997	3235.743	146.618	3649.270	77.069	4116.412	151.650	5033.122	973.280	--undefined--	--undefined--
112	0.580249	11	255.682	16.879	464.767	193.222	1087.766	676.498	1834.350	466.730	2212.643	78.992	2606.683	218.221	2918.827	308.609	3229.946	140.756	3642.267	128.476	4107.117	196.052	4948.402	1152.521	--undefined--	--undefined--
113	0.585249	11	256.772	17.643	465.809	199.473	1112.890	715.448	1868.829	501.444	2206.360	61.951	2614.304	165.345	2954.661	288.016	3242.447	137.383	3665.621	136.418	4097.334	238.735	4950.582	447.165	--undefined--	--undefined--
114	0.590249	11	256.595	17.955	469.933	201.655	1111.993	797.355	1804.683	506.301	2203.721	51.048	2604.309	171.481	2939.308	271.663	3249.619	134.427	3680.976	131.078	4094.154	300.647	5054.545	365.329	--undefined--	--undefined--
115	0.595249	11	257.143	17.719	473.495	193.491	1207.966	775.133	1833.839	640.684	2198.991	58.320	2611.250	173.756	2980.825	327.718	3271.439	153.128	3714.584	138.267	4131.785	362.350	4979.476	315.454	--undefined--	--undefined--
116	0.600249	11	257.315	18.502	473.468	185.509	1263.125	715.498	1878.851	658.449	2197.939	64.723	2611.374	161.626	2991.256	339.396	3267.862	132.308	3728.474	107.855	4210.298	324.748	4968.323	184.249	--undefined--	--undefined--
117	0.605249	11	256.501	19.034	475.232	177.223	1222.204	719.610	1834.365	557.631	2197.667	64.315	2594.195	162.815	2961.709	397.636	3268.296	160.897	3743.215	136.659	4289.522	455.069	4968.240	237.709	--undefined--	--undefined--
118	0.610249	12	257.418	19.538	471.654	168.784	1214.490	792.495	1770.839	509.259	2197.113	59.286	2589.955	132.230	2945.090	386.140	3261.456	186.365	3762.756	135.992	4483.902	1711.934	4635.283	914.547	5097.026	361.026
119	0.615249	12	256.989	20.557	461.062	156.626	1147.443	686.680	1793.472	372.588	2195.006	73.080	2597.633	119.139	2910.410	440.095	3225.493	145.815	3736.169	158.237	4112.866	652.203	4975.719	781.094	5121.446	503.068
120	0.620249	12	255.748	21.150	460.136	152.263	1117.311	602.200	1884.984	320.195	2165.782	130.962	2573.456	147.287	2829.056	408.989	3220.304	101.594	3696.990	99.390	4139.481	386.155	4968.120	581.074	5272.797	802.008
121	0.625249	11	257.711	22.827	465.376	177.205	1170.241	672.716	1954.623	464.570	2088.320	162.843	2535.503	139.972	2853.535	351.967	3219.644	81.491	3686.519	91.190	4196.234	238.396	5011.823	389.467	--undefined--	--undefined--
122	0.630249	11	257.573	25.053	472.091	199.465	1224.827	784.680	1969.981	737.195	2034.225	99.637	2509.071	106.643	2889.000	386.709	3219.041	89.371	3702.290	233.386	4185.871	414.280	4880.654	362.280	--undefined--	--undefined--
123	0.635249	11	255.522	29.848	496.610	233.280	1264.896	1388.853	1755.308	741.959	2018.953	88.619	2486.554	108.742	2882.897	465.429	3221.628	96.222	3825.546	173.356	4304.977	674.402	4798.270	318.257	--undefined--	--undefined--
124	0.640249	12	250.574	38.738	515.256	306.823	1071.012	620.917	1826.085	720.858	1980.766	99.854	2455.646	99.819	2842.317	480.489	3203.516	114.236	3810.019	112.887	4266.578	451.229	4749.864	309.773	5276.545	725.117
125	0.645249	12	238.587	51.697	602.742	390.362	1151.549	1613.944	1247.829	600.017	1962.839	61.793	2443.258	92.804	2739.668	409.898	3217.451	120.274	3805.408	125.521	4251.638	474.065	4618.550	459.269	5136.547	423.883
126	0.650249	11	232.020	68.843	608.925	357.197	1315.740	400.393	1963.490	107.113	2436.363	158.457	2721.261	562.039	3260.761	205.659	3822.396	268.184	4317.554	461.173	4639.589	555.453	5252.360	705.077	--undefined--	--undefined--
127	0.655249	11	250.143	51.587	571.104	275.803	1712.118	317.522	1773.574	984.455	2330.485	292.908	2529.716	631.771	3244.549	253.435	3720.579	387.635	4048.760	868.946	4468.606	287.595	4890.895	679.988	--undefined--	--undefined--
128	0.660249	11	251.928	43.845	560.401	327.477	1481.797	697.205	1692.930	282.708	2323.114	239.131	2670.031	316.784	3223.775	223.519	3664.276	250.196	4269.082	620.073	4482.815	358.305	4984.354	580.056	--undefined--	--undefined--
129	0.665249	11	247.902	47.150	605.292	386.263	1380.773	221.469	1904.457	344.761	2409.558	338.417	2880.178	392.960	3256.871	445.225	3705.935	325.814	4313.374	238.861	4834.795	344.333	5273.777	738.509	--undefined--	--undefined--
130	0.670249	10	239.086	50.257	554.800	476.552	1348.850	265.725	1933.173	390.973	2305.103	546.988	2871.642	350.968	3374.987	472.253	3723.626	326.677	4297.357	342.270	4880.402	257.081	--undefined--	--undefined--	--undefined--	--undefined--
131	0.675249	11	234.609	49.258	548.507	472.551	1271.410	301.319	1755.628	377.612	2175.242	237.712	2717.777	438.339	3278.727	322.602	3634.418	335.017	4057.420	529.715	4425.849	500.483	4900.370	181.472	--undefined--	--undefined--
132	0.680249	11	230.569	53.304	411.361	568.482	1170.144	292.218	1700.792	250.545	2183.585	176.596	2745.795	416.613	3273.077	342.973	3735.763	344.463	3989.097	1024.963	4288.472	246.308	4864.304	109.018	--undefined--	--undefined--
133	0.685249	11	233.543	50.812	256.710	885.875	1127.528	345.170	1641.868	244.432	2233.879	285.082	2787.181	372.101	3277.515	432.770	3627.392	2152.407	3832.158	374.007	4267.139	198.798	4784.756	229.889	--undefined--	--undefined--
134	0.690249	11	223.804	41.917	861.527	541.099	1335.867	423.238	1840.189	256.707	2359.923	345.069	2833.616	186.141	3286.273	177.639	3810.017	182.313	4230.624	130.161	4675.936	317.094	4928.866	803.697	--undefined--	--undefined--
135	0.695249	11	268.718	94.413	862.950	297.287	1331.162	243.938	1830.855	121.645	2341.468	288.155	2831.370	139.781	3263.358	141.492	3810.858	192.529	4240.104	118.030	4732.988	284.203	4862.007	888.702	--undefined--	--undefined--
136	0.700249	11	349.470	84.952	902.669	247.679	1344.259	235.336	1835.690	71.847	2374.201	343.784	2838.080	151.489	3260.602	144.947	3828.350	256.523	4242.269	134.953	4667.256	301.227	4961.106	407.824	--undefined--	--undefined--
137	0.705249	11	328.314	129.381	901.918	395.659	1315.554	385.839	1843.887	53.742	2580.197	278.514	2885.015	587.974	3308.329	390.443	3817.472	312.376	4241.867	200.828	4636.911	206.412	5031.352	262.259	--undefined--	--undefined--
138	0.710249	12	225.178	178.276	862.955	1342.363	1103.647	489.001	1845.217	49.256	2567.834	77.697	2652.705	1537.199	3334.678	201.377	3760.295	172.478	4193.299	137.319	4625.351	291.679	4721.786	469.220	5118.574	339.391
139	0.715249	11	165.857	125.011	1127.778	469.415	1819.000	53.760	2454.835	1250.687	2544.815	76.797	3322.312	111.792	3731.583	179.962	4211.270	91.967	4511.115	155.098	4735.095	208.262	5167.599	452.805	--undefined--	--undefined--
140	0.720249	11	135.218	203.872	1217.196	513.448	1838.597	74.456	2455.626	1201.853	2583.238	67.875	3330.747	192.518	3673.898	303.942	4251.546	195.975	4458.785	135.466	4726.691	179.853	5179.923	357.705	--undefined--	--undefined--
141	0.725249	11	94.340	346.745	935.483	853.016	1808.715	1005.597	1847.983	63.938	2594.649	65.869	3215.890	385.097	3561.482	241.047	4242.365	412.620	4399.534	115.856	4733.287	343.242	5041.705	980.627	--undefined--	--undefined--
142	0.730249	11	459.417	581.984	1084.462	549.164	1846.645	33.299	2194.971	882.754	2576.405	180.921	3223.482	210.008	3554.390	362.228	4038.985	539.658	4341.669	110.621	4520.146	285.286	4901.993	300.168	--undefined--	--undefined--
143	0.735249	11	325.456	689.829	1004.996	308.310	1848.895	19.776	2215.948	776.404	2625.708	105.724	3270.728	148.060	3701.051	383.818	3918.489	751.191	4305.279	60.773	4568.693	155.698	5000.441	329.647	--undefined--	--undefined--
144	0.740249	12	98.745	345.859	914.136	295.909	1848.640	19.409	1855.155	1398.122	2391.289	1826.055	2622.561	48.082	3364.393	236.651	3707.597	186.099	4317.999	67.488	4483.515	442.155	4674.768	320.106	5123.653	339.948
145	0.745249	11	788.284	310.753	1767.240	1201.855	1844.781	21.001	2358.022	1535.365	2597.539	41.282	3376.907	421.420	3641.470	195.297	4295.547	250.752	4371.591	81.699	4763.903	144.410	5123.384	276.713	--undefined--	--undefined--
146	0.750249	11	725.717	387.575	1840.982	36.975	1847.611	772.807	2446.351	4330.477	2589.194	48.280	3206.904	422.225	3684.399	119.776	4275.276	202.500	4394.825	134.594	4828.072	182.112	5235.699	615.496	--undefined--	--undefined--
147	0.755249	11	467.911	377.403	970.967	1450.702	1790.691	818.223	1850.031	52.897	2642.214	53.118	3068.843	1085.877	3672.753	748.235	3741.517	146.700	4280.827	143.119	4549.383	227.172	4900.884	140.083	--undefined--	--undefined--
148	0.760249	11	473.960	157.838	1390.777	601.986	1846.285	52.806	1993.809	1389.132	2634.379	39.948	2917.590	1889.569	3541.111	390.696	3785.277	106.299	4290.480	93.978	4620.682	250.140	4904.508	204.776	--undefined--	--undefined--
149	0.765249	11	470.703	123.999	1228.932	249.328	1788.108	52.858	2080.097	586.847	2637.252	33.880	3287.484	611.094	3637.929	759.565	3737.039	118.142	4328.775	76.969	4612.517	496.240	4882.168	184.232	--undefined--	--undefined--
150	0.770249	11	387.656	243.594	1119.112	164.149	1779.916	25.252	2119.263	340.936	2642.894	34.157	3260.466	263.910	3702.159	147.944	4151.402	1106.386	4342.405	95.665	4594.048	1242.140	4801.434	275.076	--undefined--	--undefined--
151	0.775249	11	153.973	193.520	1032.688	138.768	1770.612	21.417	2124.392	374.843	2623.221	26.034	3316.681	261.946	3320.789	1664.375	3833.936	131.237	4339.323	57.271	4696.973	198.066	5034.834	1507.329	--undefined--	--undefined--
152	0.780249	10	54.538	288.914	1020.347	191.492	1771.462	20.836	2026.839	1427.474	2522.145	737.252	2623.453	29.427	3441.826	390.518	3821.261	76.113	4351.663	37.980	4739.614	123.651	--undefined--	--undefined--	--undefined--	--undefined--
153	0.785249	11	462.857	342.275	1072.425	298.752	1787.658	25.048	2023.523	749.594	2611.309	604.680	2619.864	34.725	3618.215	330.760	3849.810	236.323	4346.207	68.499	4743.662	88.405	5298.709	418.183	--undefined--	--undefined--
154	0.790249	11	416.268	407.059	987.262	395.571	1786.365	32.095	2074.883	538.302	2616.157	32.565	3207.715	1253.678	3678.404	1680.112	3738.049	235.742	4296.579	137.617	4729.965	157.012	5197.684	470.223	--undefined--	--undefined--
155	0.795249	11	365.265	388.721	942.456	298.456	1783.452	45.380	2075.319	408.628	2644.272	51.627	3099.373	493.284	3785.107	190.447	4038.274	1670.168	4340.278	167.040	4743.100	296.263	5071.120	508.660	--undefined--	--undefined--
156	0.800249	11	407.085	232.745	953.438	179.734	1787.979	29.431	2075.494	296.276	2677.802	41.344	3155.919	634.088	3634.460	1018.838	3787.063	124.582	4360.029	77.969	4727.537	220.486	5192.195	447.067	--undefined--	--undefined--
157	0.805249	11	467.216	606.285	850.126	394.252	1783.816	21.397	2065.736	560.839	2704.358	78.252	3286.580	523.779	3350.581	2529.127	3765.831	88.277	4337.164	60.190	4740.981	248.791	5183.022	558.813	--undefined--	--undefined--
158	0.810249	11	403.975	1030.895	686.103	309.290	1425.865	478.024	1789.310	19.103	2325.743	944.149	2708.693	103.057	3277.061	322.748	3777.106	80.658	4339.736	91.839	4557.344	407.465	5069.472	257.736	--undefined--	--undefined--
159	0.815249	11	477.847	245.712	863.772	562.929	1417.196	317.353	1797.930	26.345	2520.720	813.067	2668.823	102.995	3240.978	333.217	3787.139	60.603	4330.142	78.347	4501.144	391.645	5058.979	114.435	--undefined--	--undefined--
160	0.820249	12	107.229	357.187	575.606	269.247	1212.275	418.956	1822.725	83.172	1911.816	1226.550	2642.595	165.638	2947.533	960.115	3412.133	608.408	3792.475	118.056	4325.165	57.219	4687.643	311.548	5082.466	283.265
161	0.825249	12	151.892	255.194	560.577	160.984	1270.166	273.637	1792.337	78.518	2250.692	609.717	2583.490	1011.025	2898.031	321.122	3484.055	459.484	3821.618	191.313	4339.691	75.264	4752.387	157.860	5287.429	626.967
162	0.830249	11	582.505	133.668	1288.675	253.788	1792.365	214.796	1904.585	583.107	2602.682	425.154	2913.222	295.698	3374.058	301.136	3859.517	145.036	4362.077	59.187	4763.711	151.729	5159.117	319.666	--undefined--	--undefined--
163	0.835249	11	583.801	233.216	1264.122	496.442	1483.994	490.738	1934.776	176.137	2658.071	277.462	2885.967	781.769	3333.253	275.842	3794.767	130.774	4373.683	105.811	4726.840	293.078	5136.707	274.966	--undefined--	--undefined--
164	0.840249	12	279.929	405.544	612.584	462.876	1372.134	271.516	1465.526	1121.424	1966.022	171.305	2662.308	322.324	3206.199	455.798	3323.741	1639.608	3757.731	214.930	4342.735	333.268	4621.140	377.443	5146.537	339.360
165	0.845249	12	272.747	171.805	663.787	258.296	1325.163	261.642	1627.364	352.685	2009.648	240.999	2592.523	266.253	3144.508	163.379	3709.063	274.138	4057.602	1154.812	4287.532	311.626	4683.736	363.379	5188.547	393.124
166	0.850249	12	134.544	791.006	535.386	279.049	1281.882	531.111	1524.532	330.090	1927.513	250.643	2561.744	226.796	3164.651	284.080	3332.424	656.458	3926.201	265.178	4331.157	172.533	4813.396	277.417	5221.145	411.441
167	0.855249	10	532.016	131.983	1035.262	212.946	1485.374	148.739	1915.411	138.736	2548.516	123.970	2992.583	250.418	3415.050	245.447	3918.603	200.773	4343.381	102.197	4886.548	206.945	--undefined--	--undefined--	--undefined--	--undefined--
168	0.860249	10	600.545	533.007	1030.808	270.197	1495.108	282.452	1917.277	132.288	2641.603	225.053	2951.354	222.684	3524.097	263.702	4013.202	276.547	4383.505	102.238	4942.207	257.638	--undefined--	--undefined--	--undefined--	--undefined--
169	0.865249	10	566.673	536.381	1057.468	319.485	1516.230	327.347	1961.347	214.393	2506.694	457.104	2902.897	189.084	3503.789	194.386	4012.757	333.014	4417.619	153.173	4893.097	215.912	--undefined--	--undefined--	--undefined--	--undefined--
170	0.870249	11	494.053	211.265	1110.307	341.969	1559.772	337.162	1968.374	318.171	2369.468	143.204	2954.128	224.311	3473.699	152.095	3862.022	219.591	4393.272	207.114	4780.244	154.232	5236.941	426.716	--undefined--	--undefined--
171	0.875249	11	515.771	263.679	1102.482	363.284	1520.888	366.789	1853.800	331.514	2340.606	116.143	2935.387	212.820	3506.194	202.412	3853.567	189.724	4349.104	172.998	4773.326	126.759	5207.644	331.418	--undefined--	--undefined--
172	0.880249	11	510.550	200.361	1046.869	304.972	1455.872	245.664	1830.527	191.632	2361.191	212.875	2877.299	184.886	3394.793	168.207	3848.554	152.698	4358.372	170.041	4717.147	207.239	5243.628	278.187	--undefined--	--undefined--
173	0.885249	11	497.450	216.280	990.533	290.188	1427.053	201.279	1837.418	97.760	2380.085	276.046	2860.479	272.709	3356.706	177.613	3779.290	326.620	4192.632	422.019	4609.057	239.576	5211.531	434.453	--undefined--	--undefined--
174	0.890249	11	476.280	300.933	949.594	224.780	1451.103	351.522	1854.886	120.551	2406.221	304.502	2868.950	627.446	3330.953	372.234	3675.917	585.290	3994.659	285.875	4579.359	260.352	4992.362	412.745	--undefined--	--undefined--
175	0.895249	11	480.052	320.886	985.383	192.233	1613.287	249.706	1937.161	282.151	2496.583	287.949	2829.532	4375.796	3163.002	304.847	3683.579	567.418	3966.136	343.270	4565.482	252.409	5021.382	565.034	--undefined--	--undefined--
176	0.900249	11	371.034	285.645	1016.982	283.140	1586.912	254.870	1864.874	371.537	2386.683	1724.103	2594.836	400.435	3197.777	237.962	3795.058	614.464	4179.903	306.380	4580.147	369.406	5133.682	328.150	--undefined--	--undefined--
177	0.905249	11	400.167	544.398	991.934	421.914	1496.471	366.565	1756.417	234.599	2423.016	499.467	2699.524	693.541	3204.438	264.994	3736.628	745.125	4147.431	387.841	4445.977	222.729	5081.399	172.486	--undefined--	--undefined--
178	0.910249	11	91.528	534.123	864.343	232.773	1291.507	497.515	1680.890	212.955	2193.437	550.254	2533.872	379.924	3156.555	206.065	3620.866	657.814	3930.694	330.408	4435.488	87.309	5029.669	150.352	--undefined--	--undefined--
179	0.915249	10	895.298	151.845	1278.537	1144.026	1610.041	256.300	2068.140	275.098	2567.255	201.055	3141.019	176.378	3587.789	294.063	3965.283	218.519	4445.353	125.061	5010.642	174.416	--undefined--	--undefined--	--undefined--	--undefined--
180	0.920249	11	88.458	301.800	887.258	211.960	1136.173	1320.392	1573.552	247.799	2057.351	211.385	2566.928	136.781	3073.931	253.321	3536.068	269.745	3963.820	262.975	4376.696	360.429	4894.308	427.318	--undefined--	--undefined--
181	0.925249	12	124.056	232.818	807.423	192.600	1303.892	370.228	1695.833	291.825	2152.032	331.799	2553.204	156.209	3062.479	209.261	3548.756	409.879	3947.096	257.382	4362.057	417.407	4817.379	361.598	5344.711	689.030
182	0.930249	10	865.011	301.441	1305.188	304.741	1786.192	319.039	2340.873	517.903	2509.595	419.990	3158.437	298.928	3569.122	514.006	4052.582	211.710	4644.279	324.015	5001.350	344.261	--undefined--	--undefined--	--undefined--	--undefined--
183	0.935249	11	427.762	584.958	997.255	277.554	1426.217	234.352	1829.091	397.438	2354.338	190.847	2821.775	407.549	3191.701	385.846	3622.826	434.517	4080.523	175.745	4622.826	209.596	4970.632	275.616	--undefined--	--undefined--
184	0.940249	11	433.474	328.608	937.101	234.839	1427.059	175.893	1867.072	455.789	2365.021	296.013	2901.315	383.507	3184.395	368.838	3670.469	482.744	4100.475	281.072	4649.168	396.412	4938.731	332.042	--undefined--	--undefined--
185	0.945249	11	438.120	221.544	931.248	240.537	1465.477	142.040	2021.152	430.922	2480.724	545.080	2972.541	265.056	3408.291	309.438	3810.143	3739.245	3986.969	178.402	4601.824	293.398	5002.788	303.826	--undefined--	--undefined--
186	0.950249	12	454.861	227.083	904.864	1425.494	1027.404	336.243	1477.863	158.534	2157.297	273.318	2712.775	1450.485	2830.244	276.504	3402.973	161.601	3964.925	114.394	4553.178	274.328	4893.877	1133.797	5004.593	409.115
187	0.955249	12	398.862	187.536	982.573	437.213	1139.831	459.661	1514.541	288.687	2212.087	224.282	2398.760	1478.618	2830.234	277.911	3370.867	162.316	3956.382	147.227	4342.730	264.579	4807.661	213.520	5214.913	532.991
188	0.960249	12	289.523	899.399	553.694	491.679	1094.396	248.745	1457.781	312.388	2022.265	478.917	2313.035	263.440	2901.551	274.748	3319.539	205.540	3955.405	231.106	4290.083	149.775	4806.348	189.689	5207.940	278.726
189	0.965249	11	597.407	219.071	1077.191	434.423	1429.555	277.257	1947.798	391.432	2258.010	272.531	2927.473	172.701	3340.237	249.695	3901.187	337.486	4259.739	142.329	4758.240	164.665	5233.245	152.948	--undefined--	--undefined--
190	0.970249	11	607.588	205.712	1166.150	580.050	1367.036	520.686	1959.559	890.738	2050.650	256.931	2908.841	279.837	3313.356	245.003	3909.343	375.225	4296.909	273.587	4725.387	423.715	5266.867	475.230	--undefined--	--undefined--
191	0.975249	10	632.367	170.107	1164.376	180.946	1776.408	585.543	1999.310	205.978	2673.124	526.932	3173.215	330.402	3454.036	668.309	3917.213	257.645	4451.546	145.316	4971.825	186.130	--undefined--	--undefined--	--undefined--	--undefined--
192	0.980249	10	607.784	147.294	1108.066	167.091	1694.802	185.631	2034.411	229.044	2642.516	206.693	3110.228	350.069	3479.593	527.009	3875.685	194.997	4470.024	142.171	4964.302	199.165	--undefined--	--undefined--	--undefined--	--undefined--
193	0.985249	11	480.486	256.759	1025.788	313.099	1664.177	361.361	1876.578	719.893	2395.744	842.742	2639.808	411.180	3237.223	346.216	3755.928	469.378	4125.872	883.904	4462.890	396.373	4960.200	348.043	--undefined--	--undefined--
194	0.990249	11	364.492	154.523	933.401	397.840	1481.559	345.078	1926.999	384.622	2517.509	495.426	2585.684	1010.890	3179.307	370.032	3599.708	492.803	4170.969	528.762	4381.961	337.493	4961.636	197.914	--undefined--	--undefined--
195	0.995249	12	355.413	174.536	747.967	562.876	1206.154	520.773	1640.191	368.236	2043.363	359.913	2537.103	268.039	3073.452	239.917	3482.443	202.075	4046.819	255.216	4401.687	218.460	4969.705	262.223	5404.609	1397.347
196	1.000249	12	318.442	326.444	656.259	324.239	1267.459	283.750	1702.607	204.442	2122.991	357.767	2552.834	237.548	3047.035	209.188	3490.891	194.614	4020.916	266.649	4363.387	344.260	4878.975	583.441	5048.979	326.907
197	1.005249	12	228.510	411.332	649.097	315.929	1288.375	222.097	1748.817	211.808	2198.057	545.671	2572.971	383.286	3019.460	290.033	3511.559	392.205	3968.127	266.247	4397.997	488.498	4881.395	279.538	5167.190	673.296
198	1.010249	10	539.558	262.315	1217.636	315.867	1587.634	554.244	2050.789	325.994	2693.804	201.606	3134.520	379.506	3748.739	547.781	3998.135	430.400	4328.917	725.321	4873.244	244.905	--undefined--	--undefined--	--undefined--	--undefined--
